Survey Type,Organization,Date,Survey Year,Country,State,County,Survey ID,MDMAP ID #,Transect ID,Shoreline Name,Latitude Start,Longitude Start,Latitude End,Longitude End,Slope,Width,Length,Start Time,End Time,Time of Low Tide,Database Season,Season,Storm Activity,Current Weather,Number of Persons Assisting,Large Items?,Debris Behind Back Barrier?,Datasheet Version,Notes,Photos?,Plastic,Hard Plastic Fragments,Foamed Plastic Fragments,Filmed Plastic Fragments,Food Wrappers,Plastic Beverage Bottles,Other Jugs/Containers,Bottle/Container Caps,Cigar Tips,Cigarettes,Disposable Cigarette Lighters,6-Pack Rings,Bags,Plastic Rope/Net,Buoys & Floats,Fishing Lures & Line,Cups,Plastic Utensils,Straws,Balloons Mylar,Personal Care Products,Plastic Other,Metal,Aluminum/Tin Cans,Aerosol Cans,Metal Fragments,Metal Other,Glass,Glass Beverage Bottles,Jars,Glass Fragments,Glass Other,Rubber,Flip Flops,Rubber Gloves,Tires,Balloons Latex,Rubber Fragments,Rubber Other,Processed Lumber,Cardboard Cartons,Paper and Cardboard,Paper Bags,Lumber/Building Material,Processed Lumber Other,Cloth/Fabric,Clothing & Shoes,Gloves (non-rubber),Towels/Rags,Rope/Net Pieces (non-nylon),Fabric Pieces,Cloth/Fabric Other,Unclassified,Total,Debris Description
Standing-Stock,NOAA MDP,8/3/11,Year 1,United States,MD,Worcester,1438,96,12,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,53.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,
Standing-Stock,NOAA MDP,8/3/11,Year 1,United States,MD,Worcester,1439,96,18,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,53.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,
Standing-Stock,NOAA MDP,8/16/11,Year 1,United States,MD,Worcester,1440,96,2,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,56,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,NOAA MDP,8/16/11,Year 1,United States,MD,Worcester,1441,96,9,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,56,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Standing-Stock,NOAA MDP,8/16/11,Year 1,United States,MD,Worcester,1442,96,16,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,56,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,NOAA MDP,8/16/11,Year 1,United States,MD,Worcester,1443,96,18,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,56,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,5,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
Standing-Stock,NOAA MDP,8/31/11,Year 1,United States,MD,Worcester,1444,96,7,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,60.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,No debris found.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,NOAA MDP,8/31/11,Year 1,United States,MD,Worcester,1445,96,13,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,60.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,8,0,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,11,
Standing-Stock,NOAA MDP,8/31/11,Year 1,United States,MD,Worcester,1446,96,14,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,60.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,11,0,2,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,13,
Standing-Stock,NOAA MDP,8/31/11,Year 1,United States,MD,Worcester,1447,96,16,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,60.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,NOAA MDP,9/13/11,Year 1,United States,MD,Worcester,1448,96,8,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,45.9,100,5:00 AM,5:00 AM,,Fall,Summer,Not Specified,Not Specified,1,no,,1,,No,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,NOAA MDP,9/13/11,Year 1,United States,MD,Worcester,1449,96,11,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,45.9,100,5:00 AM,5:00 AM,,Fall,Summer,Not Specified,Not Specified,1,yes,,1,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,NOAA MDP,9/13/11,Year 1,United States,MD,Worcester,1450,96,12,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,45.9,100,5:00 AM,5:00 AM,,Fall,Summer,Not Specified,Not Specified,1,no,,1,No debris found.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,NOAA MDP,9/13/11,Year 1,United States,MD,Worcester,1451,96,17,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,45.9,100,5:00 AM,5:00 AM,,Fall,Summer,Not Specified,Not Specified,1,no,,1,,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Standing-Stock,NOAA MDP,10/5/11,Year 1,United States,MD,Worcester,1452,96,5,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,45.3,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,NOAA MDP,10/5/11,Year 1,United States,MD,Worcester,1453,96,6,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,45.3,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,NOAA MDP,10/5/11,Year 1,United States,MD,Worcester,1454,96,8,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,47.1,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
Standing-Stock,NOAA MDP,10/5/11,Year 1,United States,MD,Worcester,1455,96,12,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,43.1,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,8,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
Standing-Stock,NOAA MDP,10/12/11,Year 1,United States,MD,Worcester,1456,96,7,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,45,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,12,0,4,1,2,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
Standing-Stock,NOAA MDP,10/12/11,Year 1,United States,MD,Worcester,1457,96,8,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,45,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,NOAA MDP,10/12/11,Year 1,United States,MD,Worcester,1458,96,9,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,45,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,NOAA MDP,10/12/11,Year 1,United States,MD,Worcester,1459,96,17,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,45,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,
Standing-Stock,NOAA MDP,10/26/11,Year 1,United States,MD,Worcester,1460,96,1,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,46.7,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,No debris found.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,NOAA MDP,10/26/11,Year 1,United States,MD,Worcester,1461,96,6,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,46.7,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Standing-Stock,NOAA MDP,10/26/11,Year 1,United States,MD,Worcester,1462,96,10,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,46.7,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Standing-Stock,NOAA MDP,10/26/11,Year 1,United States,MD,Worcester,1463,96,18,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,46.7,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Standing-Stock,NOAA MDP,11/9/11,Year 1,United States,MD,Worcester,1464,96,7,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,50.8,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Standing-Stock,NOAA MDP,11/9/11,Year 1,United States,MD,Worcester,1465,96,8,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,50.8,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,NOAA MDP,11/9/11,Year 1,United States,MD,Worcester,1466,96,11,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,50.8,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,NOAA MDP,11/9/11,Year 1,United States,MD,Worcester,1467,96,15,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,50.8,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,No debris found.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,NOAA MDP,11/19/11,Year 1,United States,MD,Worcester,1468,96,6,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,55.7,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,No debris found.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,NOAA MDP,11/19/11,Year 1,United States,MD,Worcester,1470,96,11,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,55.7,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,No debris found.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,NOAA MDP,11/19/11,Year 1,United States,MD,Worcester,1471,96,15,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,55.7,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,,No,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Standing-Stock,NOAA MDP,11/19/11,Year 1,United States,MD,Worcester,1472,96,16,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,55.7,100,5:00 AM,5:00 AM,,Fall,Fall,Not Specified,Not Specified,1,no,,1,No debris found.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,NOAA MDP,12/8/11,Year 1,United States,MD,Worcester,1473,96,1,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,63.6,100,5:00 AM,5:00 AM,,Winter,Fall,Not Specified,Not Specified,1,no,,1,,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,
Standing-Stock,NOAA MDP,12/8/11,Year 1,United States,MD,Worcester,1474,96,6,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,63.6,100,5:00 AM,5:00 AM,,Winter,Fall,Not Specified,Not Specified,1,no,,1,,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Standing-Stock,NOAA MDP,12/8/11,Year 1,United States,MD,Worcester,1475,96,12,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,63.6,100,5:00 AM,5:00 AM,,Winter,Fall,Not Specified,Not Specified,1,yes,,1,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,
Standing-Stock,NOAA MDP,12/8/11,Year 1,United States,MD,Worcester,1476,96,14,Assateague Island - 02,38.2471,-75.1311333,38.24615,-75.1315833,,63.6,100,5:00 AM,5:00 AM,,Winter,Fall,Not Specified,Not Specified,1,yes,,1,,No,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,
Standing-Stock,NOAA MDP,7/8/11,Year 1,United States,MD,Worcester,1478,97,13,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,51.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,NOAA MDP,7/8/11,Year 1,United States,MD,Worcester,1479,97,14,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,51.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,
Standing-Stock,NOAA MDP,7/8/11,Year 1,United States,MD,Worcester,1480,97,15,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,51.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Standing-Stock,NOAA MDP,7/8/11,Year 1,United States,MD,Worcester,1481,97,16,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,51.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,1,0,2,0,1,0,0,0,0,1,0,0,4,
Standing-Stock,NOAA MDP,7/19/11,Year 1,United States,MD,Worcester,1482,97,7,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,49,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
Standing-Stock,NOAA MDP,7/19/11,Year 1,United States,MD,Worcester,1483,97,12,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,49,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,NOAA MDP,7/19/11,Year 1,United States,MD,Worcester,1484,97,14,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,49,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,No debris found.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,NOAA MDP,7/19/11,Year 1,United States,MD,Worcester,1485,97,16,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,49,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Standing-Stock,NOAA MDP,8/3/11,Year 1,United States,MD,Worcester,1486,97,5,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,55,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,5,
Standing-Stock,NOAA MDP,8/3/11,Year 1,United States,MD,Worcester,1487,97,13,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,55,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,NOAA MDP,8/3/11,Year 1,United States,MD,Worcester,1488,97,15,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,55,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Standing-Stock,NOAA MDP,8/3/11,Year 1,United States,MD,Worcester,1489,97,18,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,55,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,NOAA MDP,8/16/11,Year 1,United States,MD,Worcester,1490,97,4,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,60.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,NOAA MDP,8/16/11,Year 1,United States,MD,Worcester,1491,97,10,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,60.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Standing-Stock,NOAA MDP,8/16/11,Year 1,United States,MD,Worcester,1492,97,13,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,60.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,NOAA MDP,8/16/11,Year 1,United States,MD,Worcester,1493,97,17,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,60.5,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,
Standing-Stock,NOAA MDP,8/31/11,Year 1,United States,MD,Worcester,1494,97,3,Assateague Island - 03,38.24833333,-75.13056,38.2474,-75.131,,61.3,100,5:00 AM,5:00 AM,,Summer,Summer,Not Specified,Not Specified,1,no,,1,,No,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
