"Survey Type",Organization,Date,"Survey Year",Country,State,County,"Survey ID","MDMAP ID #","Shoreline Name","Latitude Start","Longitude Start","Latitude End","Longitude End",Length,Slope,"Start Time","End Time","Time of Low Tide","Database Season",Season,"Date of Previous Survey","Storm Activity","Current Weather","Number of Persons Assisting","Large Items?","Debris Behind Back Barrier?","Datasheet Version",Notes,Photos?,Width,"Width - Deviation",Plastic,"Plastic - Concentration","Plastic - Standard Deviation","Hard Plastic Fragments","Hard Plastic Fragments - Concentration","Hard Plastic Fragments - Standard Deviation","Foamed Plastic Fragments","Foamed Plastic Fragments - Concentration","Foamed Plastic Fragments - Standard Deviation","Filmed Plastic Fragments","Filmed Plastic Fragments - Concentration","Filmed Plastic Fragments - Standard Deviation","Food Wrappers","Food Wrappers - Concentration","Food Wrappers - Standard Deviation","Plastic Beverage Bottles","Plastic Beverage Bottles - Concentration","Plastic Beverage Bottles - Standard Deviation","Other Jugs/Containers","Other Jugs/Containers - Concentration","Other Jugs/Containers - Standard Deviation","Bottle/Container Caps","Bottle/Container Caps - Concentration","Bottle/Container Caps - Standard Deviation","Cigar Tips","Cigar Tips - Concentration","Cigar Tips - Standard Deviation",Cigarettes,"Cigarettes - Concentration","Cigarettes - Standard Deviation","Disposable Cigarette Lighters","Disposable Cigarette Lighters - Concentration","Disposable Cigarette Lighters - Standard Deviation","6-Pack Rings","6-Pack Rings - Concentration","6-Pack Rings - Standard Deviation",Bags,"Bags - Concentration","Bags - Standard Deviation","Plastic Rope/Net","Plastic Rope/Net - Concentration","Plastic Rope/Net - Standard Deviation","Buoys & Floats","Buoys & Floats - Concentration","Buoys & Floats - Standard Deviation","Fishing Lures & Line","Fishing Lures & Line - Concentration","Fishing Lures & Line - Standard Deviation",Cups,"Cups - Concentration","Cups - Standard Deviation","Plastic Utensils","Plastic Utensils - Concentration","Plastic Utensils - Standard Deviation",Straws,"Straws - Concentration","Straws - Standard Deviation","Balloons Mylar","Balloons Mylar - Concentration","Balloons Mylar - Standard Deviation","Personal Care Products","Personal Care Products - Concentration","Personal Care Products - Standard Deviation","Plastic Other","Plastic Other - Concentration","Plastic Other - Standard Deviation",Metal,"Metal - Concentration","Metal - Standard Deviation","Aluminum/Tin Cans","Aluminum/Tin Cans - Concentration","Aluminum/Tin Cans - Standard Deviation","Aerosol Cans","Aerosol Cans - Concentration","Aerosol Cans - Standard Deviation","Metal Fragments","Metal Fragments - Concentration","Metal Fragments - Standard Deviation","Metal Other","Metal Other - Concentration","Metal Other - Standard Deviation",Glass,"Glass - Concentration","Glass - Standard Deviation","Glass Beverage Bottles","Glass Beverage Bottles - Concentration","Glass Beverage Bottles - Standard Deviation",Jars,"Jars - Concentration","Jars - Standard Deviation","Glass Fragments","Glass Fragments - Concentration","Glass Fragments - Standard Deviation","Glass Other","Glass Other - Concentration","Glass Other - Standard Deviation",Rubber,"Rubber - Concentration","Rubber - Standard Deviation",Flip-Flops,"Flip-Flops - Concentration","Flip-Flops - Standard Deviation","Rubber Gloves","Rubber Gloves - Concentration","Rubber Gloves - Standard Deviation",Tires,"Tires - Concentration","Tires - Standard Deviation","Balloons Latex","Balloons Latex - Concentration","Balloons Latex - Standard Deviation","Rubber Fragments","Rubber Fragments - Concentration","Rubber Fragments - Standard Deviation","Rubber Other","Rubber Other - Concentration","Rubber Other - Standard Deviation","Processed Lumber","Processed Lumber - Concentration","Processed Lumber - Standard Deviation","Cardboard Cartons","Cardboard Cartons - Concentration","Cardboard Cartons - Standard Deviation","Paper and Cardboard","Paper and Cardboard - Concentration","Paper and Cardboard - Standard Deviation","Paper Bags","Paper Bags - Concentration","Paper Bags - Standard Deviation","Lumber/Building Material","Lumber/Building Material - Concentration","Lumber/Building Material - Standard Deviation","Processed Lumber Other","Processed Lumber Other - Concentration","Processed Lumber Other - Standard Deviation",Cloth/Fabric,"Cloth/Fabric - Concentration","Cloth/Fabric - Standard Deviation","Clothing & Shoes","Clothing & Shoes - Concentration","Clothing & Shoes - Standard Deviation","Gloves (non-rubber)","Gloves (non-rubber) - Concentration","Gloves (non-rubber) - Standard Deviation",Towels/Rags,"Towels/Rags - Concentration","Towels/Rags - Standard Deviation","Rope/Net Pieces (non-nylon)","Rope/Net Pieces (non-nylon) - Concentration","Rope/Net Pieces (non-nylon) - Standard Deviation","Fabric Pieces","Fabric Pieces - Concentration","Fabric Pieces - Standard Deviation","Cloth/Fabric Other","Cloth/Fabric Other - Concentration","Cloth/Fabric Other - Standard Deviation",Unclassified,"Unclassified - Concentration","Unclassified - Standard Deviation","Total Debris","Total Debris - Concentration","Total Debris - Standard Deviation"
Standing-Stock,"NOAA MDP",09-14-2011,"Year 1","United States",MD,Worcester,1178,92,"Federal Park South - 03",38.1986,-75.153233,38.19765,-75.15363,100,,"05:00 AM","05:00 AM",,Fall,Summer,09-01-2011,"Not Specified","Not Specified",1,no,,1.0,,,37.8,0,77,0.10185185185185,0.038488805719216,0,0,0,41,0.054232804232804,0.019015748371118,7,0.0092592592592593,0.010907686840258,6,0.0079365079365079,0.0091642899871369,0,0,0,0,0,0,4,0.0052910052910053,0.0043200877297763,0,0,0,13,0.017195767195767,0.024198276426829,0,0,0,0,0,0,1,0.0013227513227513,0.0026455026455026,0,0,0,0,0,0,1,0.0013227513227513,0.0026455026455026,0,0,0,0,0,0,3,0.003968253968254,0.0050657518928907,0,0,0,1,0.0013227513227513,0.0026455026455026,0,0,0,3,0.003968253968254,0.0079365079365079,1,0.0013227513227513,0.0026455026455026,0,0,0,2,0.0026455026455026,0.0052910052910053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0013227513227513,0.0026455026455026,0,0,0,0,0,0,0,0,0,,,,1,0.0013227513227513,0.0026455026455026,0,0,0,12,0.015873015873016,0.014965222882255,0,0,0,4,0.0052910052910053,0.0074826114411275,0,0,0,8,0.010582010582011,0.0074826114411275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0.12169312169312,0.053436534065408
Standing-Stock,"NOAA MDP",10-05-2011,"Year 1","United States",MD,Worcester,1182,92,"Federal Park South - 03",38.1986,-75.153233,38.19765,-75.15363,100,,"05:00 AM","05:00 AM",,Fall,Fall,09-14-2011,"Not Specified","Not Specified",1,no,,1.0,,,35,0,32,0.045714285714286,0.0080812203564177,0,0,0,15,0.021428571428571,0.013502330360722,6,0.0085714285714286,0.0057142857142857,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,3,0.0042857142857143,0.0054710120443219,3,0.0042857142857143,0.0054710120443219,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0028571428571429,0.0032991443953693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,,,,1,0.0014285714285714,0.0028571428571429,0,0,0,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.048571428571429,0.0098974331861079
Standing-Stock,"NOAA MDP",10-12-2011,"Year 1","United States",MD,Worcester,1186,92,"Federal Park South - 03",38.1986,-75.153233,38.19765,-75.15363,100,,"05:00 AM","05:00 AM",,Fall,Fall,10-05-2011,"Not Specified","Not Specified",1,no,,1.0,,,21.8,0.12028130608117,30,0.058709826322774,0.016956395304225,0,0,0,9,0.017035947146731,0.010850925723936,5,0.010746638970631,0.011821934330447,1,0.0015723270440252,0.0031446540880503,0,0,0,0,0,0,2,0.0038659050256765,0.0046167271954065,0,0,0,9,0.01919969995961,0.015370934299061,0,0,0,0,0,0,0,0,0,1,0.0015723270440252,0.0031446540880503,0,0,0,0,0,0,0,0,0,1,0.0015723270440252,0.0031446540880503,1,0.0015723270440252,0.0031446540880503,0,0,0,1,0.0015723270440252,0.0031446540880503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015723270440252,0.0031446540880503,30,0.060282153366799,0.015356993568587
Standing-Stock,"NOAA MDP",10-25-2011,"Year 1","United States",MD,Worcester,1190,92,"Federal Park South - 03",38.1986,-75.153233,38.19765,-75.15363,100,,"05:00 AM","05:00 AM",,Fall,Fall,10-12-2011,"Not Specified","Not Specified",1,no,,1.0,,,45.5,0,26,0.028571428571429,0.015013847276131,0,0,0,5,0.0054945054945055,0.010989010989011,4,0.0043956043956044,0.0035889959601219,1,0.0010989010989011,0.0021978021978022,0,0,0,0,0,0,2,0.0021978021978022,0.0043956043956044,0,0,0,7,0.0076923076923077,0.0075069236380656,0,0,0,0,0,0,1,0.0010989010989011,0.0021978021978022,2,0.0021978021978022,0.0043956043956044,0,0,0,1,0.0010989010989011,0.0021978021978022,0,0,0,0,0,0,1,0.0010989010989011,0.0021978021978022,0,0,0,2,0.0021978021978022,0.0025378033810533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,6,0.0065934065934066,0.0076134101431599,0,0,0,2,0.0021978021978022,0.0025378033810533,0,0,0,4,0.0043956043956044,0.0050756067621066,0,0,0,1,0.0010989010989011,0.0021978021978022,0,0,0,0,0,0,0,0,0,1,0.0010989010989011,0.0021978021978022,0,0,0,0,0,0,0,0,0,33,0.036263736263736,0.017719247798458
Standing-Stock,"NOAA MDP",11-07-2011,"Year 1","United States",MD,Worcester,1194,92,"Federal Park South - 03",38.1986,-75.153233,38.19765,-75.15363,100,,"05:00 AM","05:00 AM",,Fall,Fall,10-25-2011,"Not Specified","Not Specified",1,no,,1.0,,,51.8,0,15,0.014478764478764,0.010632375573911,0,0,0,7,0.0067567567567568,0.0065939194118144,2,0.0019305019305019,0.0022291516184928,2,0.0019305019305019,0.0038610038610039,0,0,0,0,0,0,1,0.00096525096525097,0.0019305019305019,1,0.00096525096525097,0.0019305019305019,2,0.0019305019305019,0.0022291516184928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0.00096525096525097,0.0019305019305019,0,0,0,0,0,0,0,0,0,1,0.00096525096525097,0.0019305019305019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.015444015444015,0.011366487601452
Standing-Stock,"NOAA MDP",11-19-2011,"Year 1","United States",MD,Worcester,1198,92,"Federal Park South - 03",38.1986,-75.153233,38.19765,-75.15363,100,,"05:00 AM","05:00 AM",,Fall,Fall,11-07-2011,"Not Specified","Not Specified",1,no,,1.0,,,50,0,10,0.01,0.004,0,0,0,2,0.002,0.004,3,0.003,0.0038297084310254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,0.0023094010767585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,0.004,0,0,0,0,0,0,1,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,2,0.002,0.0023094010767585,0,0,0,1,0.001,0.002,0,0,0,1,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.012,0.0032659863237109
Standing-Stock,"NOAA MDP",09-15-2011,"Year 1","United States",MD,Worcester,1228,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Fall,Summer,09-01-2011,"Not Specified","Not Specified",1,no,,1.0,,,57.4,0,35,0.030487804878049,0.017392542545728,0,0,0,15,0.013066202090592,0.0077259783366144,8,0.0069686411149826,0.0028449358220478,4,0.0034843205574913,0.0028449358220478,0,0,0,0,0,0,4,0.0034843205574913,0.0049275733880596,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00087108013937282,0.0017421602787456,1,0.00087108013937282,0.0017421602787456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0017421602787456,0.0020116734118105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00087108013937282,0.0017421602787456,0,0,0,0,0,0,1,0.00087108013937282,0.0017421602787456,0,0,0,1,0.00087108013937282,0.0017421602787456,0,0,0,0,0,0,0,0,0,,,,1,0.00087108013937282,0.0017421602787456,0,0,0,1,0.00087108013937282,0.0017421602787456,0,0,0,0,0,0,0,0,0,1,0.00087108013937282,0.0017421602787456,0,0,0,1,0.00087108013937282,0.0017421602787456,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00087108013937282,0.0017421602787456,0,0,0,0,0,0,39,0.03397212543554,0.016679914769274
Standing-Stock,"NOAA MDP",12-07-2011,"Year 1","United States",MD,Worcester,1252,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Winter,Summer,11-19-2011,"Not Specified","Not Specified",1,no,,1.0,,,54,0,24,0.022222222222222,0.026363156177855,0,0,0,12,0.011111111111111,0.013181578088928,4,0.0037037037037037,0.0052378280087892,0,0,0,0,0,0,0,0,0,3,0.0027777777777778,0.0035460263250235,0,0,0,4,0.0037037037037037,0.0074074074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00092592592592593,0.0018518518518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,10,0.0092592592592593,0.0021383343303319,0,0,0,2,0.0018518518518519,0.0021383343303319,0,0,0,8,0.0074074074074074,0.0030240614108434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.031481481481481,0.027467401804058
Standing-Stock,"NOAA MDP",07-06-2011,"Year 1","United States",MD,Worcester,1207,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Summer,Summer,07-06-2011,"Not Specified","Not Specified",1,no,,1.0,,,62.5,0,7,0.0056,0.0048,0,0,0,2,0.0016,0.0032,2,0.0016,0.0018475208614068,0,0,0,0,0,0,0,0,0,1,0.0008,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0008,0.0016,1,0.0008,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,10,0.008,0.0076175236571124,0,0,0,0,0,0,0,0,0,10,0.008,0.0076175236571124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.0136,0.010572921387519
Standing-Stock,"NOAA MDP",08-01-2011,"Year 1","United States",MD,Worcester,1215,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Summer,Summer,07-21-2011,"Not Specified","Not Specified",1,no,,1.0,,,46.1,0.23645833333333,8,0.0065296625132422,0.0027717563915228,0,0,0,2,0.001453488372093,0.0016783438057838,1,0.00072674418604651,0.001453488372093,1,0.00072674418604651,0.001453488372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010845986984816,0.0021691973969631,0,0,0,0,0,0,0,0,0,1,0.00072674418604651,0.001453488372093,0,0,0,1,0.00072674418604651,0.001453488372093,0,0,0,1,0.0010845986984816,0.0021691973969631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,6,0.0054340286535842,0.006514982194423,0,0,0,0,0,0,0,0,0,6,0.0054340286535842,0.006514982194423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.011963691166826,0.0069062051640602
Standing-Stock,"NOAA MDP",08-15-2011,"Year 1","United States",MD,Worcester,1220,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Summer,Summer,08-01-2011,"Not Specified","Not Specified",1,no,,1.0,,,53,0,17,0.016037735849057,0.0099243609044399,0,0,0,6,0.0056603773584906,0.0021786802610929,1,0.00094339622641509,0.0018867924528302,1,0.00094339622641509,0.0018867924528302,0,0,0,0,0,0,5,0.0047169811320755,0.0036129324820994,0,0,0,1,0.00094339622641509,0.0018867924528302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0018867924528302,0.0021786802610929,1,0.00094339622641509,0.0018867924528302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,11,0.010377358490566,0.0056603773584906,0,0,0,1,0.00094339622641509,0.0018867924528302,0,0,0,10,0.0094339622641509,0.0048716771650408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.026415094339623,0.0097433543300816
Standing-Stock,"NOAA MDP",09-01-2011,"Year 1","United States",MD,Worcester,1224,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Fall,Summer,08-15-2011,"Not Specified","Not Specified",1,no,,1.0,,,46.1,0,50,0.054229934924078,0.011478313713946,0,0,0,13,0.01409978308026,0.01140978585543,10,0.010845986984816,0.0075143202063726,8,0.0086767895878525,0.0070845690319109,0,0,0,0,0,0,0,0,0,0,0,0,12,0.013015184381779,0.010626853547866,0,0,0,0,0,0,0,0,0,1,0.0010845986984816,0.0021691973969631,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0043383947939262,0.0061354167564993,0,0,0,0,0,0,2,0.0021691973969631,0.0025047734021242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.054229934924078,0.011478313713946
Standing-Stock,"NOAA MDP",10-05-2011,"Year 1","United States",MD,Worcester,1232,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Fall,Summer,09-15-2011,"Not Specified","Not Specified",1,no,,1.0,,,44,0,30,0.034090909090909,0.012026142323021,0,0,0,12,0.013636363636364,0.0052486388108148,8,0.0090909090909091,0.003711348095126,2,0.0022727272727273,0.0026243194054074,0,0,0,1,0.0011363636363636,0.0022727272727273,3,0.0034090909090909,0.0022727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0011363636363636,0.0022727272727273,0,0,0,0,0,0,3,0.0034090909090909,0.0043519413988924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0011363636363636,0.0022727272727273,0,0,0,0,0,0,1,0.0011363636363636,0.0022727272727273,0,0,0,1,0.0011363636363636,0.0022727272727273,0,0,0,0,0,0,0,0,0,,,,1,0.0011363636363636,0.0022727272727273,0,0,0,2,0.0022727272727273,0.0026243194054074,0,0,0,0,0,0,0,0,0,2,0.0022727272727273,0.0026243194054074,0,0,0,2,0.0022727272727273,0.0045454545454545,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0022727272727273,0.0045454545454545,0,0,0,0,0,0,36,0.040909090909091,0.02195663143362
Standing-Stock,"NOAA MDP",10-12-2011,"Year 1","United States",MD,Worcester,1236,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Fall,Summer,10-05-2011,"Not Specified","Not Specified",1,no,,1.0,,,39,0,36,0.046153846153846,0.0093627787607721,0,0,0,19,0.024358974358974,0.0076923076923077,9,0.011538461538462,0.0097075356338466,2,0.0025641025641026,0.0051282051282051,0,0,0,0,0,0,2,0.0025641025641026,0.0029607706112289,0,0,0,2,0.0025641025641026,0.0029607706112289,0,0,0,0,0,0,0,0,0,1,0.0012820512820513,0.0025641025641026,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012820512820513,0.0025641025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012820512820513,0.0025641025641026,0,0,0,0,0,0,0,0,0,,,,1,0.0012820512820513,0.0025641025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012820512820513,0.0025641025641026,1,0.0012820512820513,0.0025641025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.048717948717949,0.013567955441357
Standing-Stock,"NOAA MDP",07-21-2011,"Year 1","United States",MD,Worcester,1211,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Summer,Summer,07-06-2011,"Not Specified","Not Specified",1,no,,1.0,,,53,0,12,0.011320754716981,0.0030811191733122,0,0,0,2,0.0018867924528302,0.0021786802610929,1,0.00094339622641509,0.0018867924528302,3,0.0028301886792453,0.0036129324820994,1,0.00094339622641509,0.0018867924528302,0,0,0,1,0.00094339622641509,0.0018867924528302,0,0,0,2,0.0018867924528302,0.0021786802610929,0,0,0,0,0,0,0,0,0,2,0.0018867924528302,0.0021786802610929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,6,0.0056603773584906,0.0021786802610929,0,0,0,2,0.0018867924528302,0.0021786802610929,0,0,0,4,0.0037735849056604,0,0,0,0,1,0.00094339622641509,0.0018867924528302,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00094339622641509,0.0018867924528302,0,0,0,0,0,0,19,0.017924528301887,0.0018867924528302
Standing-Stock,"NOAA MDP",10-25-2011,"Year 1","United States",MD,Worcester,1240,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Fall,Summer,10-12-2011,"Not Specified","Not Specified",1,no,,1.0,,,55.1,0,12,0.010889292196007,0.0059273798978419,0,0,0,8,0.0072595281306715,0.0041912905204329,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00090744101633394,0.0018148820326679,0,0,0,2,0.0018148820326679,0.0036297640653358,0,0,0,0,0,0,1,0.00090744101633394,0.0018148820326679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00090744101633394,0.0018148820326679,0,0,0,0,0,0,1,0.00090744101633394,0.0018148820326679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0.00090744101633394,0.0018148820326679,0,0,0,1,0.00090744101633394,0.0018148820326679,0,0,0,0,0,0,0,0,0,1,0.00090744101633394,0.0018148820326679,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00090744101633394,0.0018148820326679,0,0,0,0,0,0,15,0.013611615245009,0.0090744101633394
Standing-Stock,"NOAA MDP",11-09-2011,"Year 1","United States",MD,Worcester,1244,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Fall,Summer,10-25-2011,"Not Specified","Not Specified",1,no,,1.0,,,52.7,0,23,0.021821631878558,0.012539043391271,0,0,0,12,0.011385199240987,0.011172373012432,1,0.00094876660341556,0.0018975332068311,0,0,0,0,0,0,0,0,0,4,0.0037950664136622,0.0030986587511489,2,0.0018975332068311,0.0037950664136622,1,0.00094876660341556,0.0018975332068311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00094876660341556,0.0018975332068311,1,0.00094876660341556,0.0018975332068311,0,0,0,0,0,0,1,0.00094876660341556,0.0018975332068311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,2,0.0018975332068311,0.0021910826155204,0,0,0,0,0,0,0,0,0,2,0.0018975332068311,0.0021910826155204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.023719165085389,0.011748371676791
Standing-Stock,"NOAA MDP",11-19-2011,"Year 1","United States",MD,Worcester,1248,93,"Federal Park North - 01",38.2138333,-75.14716,38.2129333,-75.14761,100,,"05:00 AM","05:00 AM",,Fall,Summer,11-09-2011,"Not Specified","Not Specified",1,no,,1.0,,,53.5,0,9,0.008411214953271,0.011968456518566,0,0,0,6,0.005607476635514,0.0088989762349444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.002803738317757,0.0035791667579676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,3,0.002803738317757,0.0018691588785047,0,0,0,0,0,0,0,0,0,3,0.002803738317757,0.0018691588785047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.011214953271028,0.012585052882694
