UniqueID,Dataset,Date,Year,Month,Day,Latitude 1,Longitude 1,Latitude 2,Longitude 2,Country,Total Area,Total Area Unit,Total Item Count,Plastic Raw Count,Cloth Raw Count,Rubber Raw Count,Processed Lumbar Raw Count,Metal Raw Count,Glass Raw Count,Other Raw Count,Fishing Gear Raw Count
398,Marine LitterWatch,20180428,2018,04,28,0.00034424900000000003,0.000147396,0.00034424900000000003,0.000147405,IT,100,meters,470.0,365.0,3.0,0.0,19.0,37.0,16.0,30.0,0
399,Marine LitterWatch,20170423,2017,04,23,47.14139385,8.760358841,47.141986200000005,8.760347462999999,CH,66,meters,107.0,63.0,0.0,0.0,12.0,18.0,12.0,2.0,0
400,Marine LitterWatch,20180324,2018,03,24,47.40566917,8.066017963,47.40528554,8.065563868,CH,55,meters,173.0,114.0,7.0,0.0,42.0,10.0,0.0,0.0,0
401,Marine LitterWatch,20180215,2018,02,15,46.704436799999996,7.657882391,46.70428087,7.658185572000001,CH,29,meters,13.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,0
402,Marine LitterWatch,20170525,2017,05,25,47.40996788,9.325373659,47.41015408,9.325305341,,21,meters,81.0,12.0,0.0,0.0,0.0,29.0,40.0,0.0,0
403,Marine LitterWatch,20170531,2017,05,31,47.33238637,8.685514604,47.33276586,8.685653376,CH,43,meters,173.0,104.0,2.0,2.0,22.0,22.0,21.0,0.0,0
404,Marine LitterWatch,20131021,2013,10,21,56.05210727,12.05050588,56.06249216,12.07326716,DK,1816,meters,530.0,424.0,2.0,0.0,74.0,26.0,3.0,1.0,0
405,Marine LitterWatch,20170421,2017,04,21,47.35012739,8.689797231,47.349803200000004,8.689775815,CH,36,meters,65.0,37.0,0.0,0.0,6.0,5.0,17.0,0.0,0
406,Marine LitterWatch,20180228,2018,02,28,47.35395734,8.550474341000001,47.3544311,8.55053981,CH,53,meters,85.0,55.0,0.0,0.0,16.0,0.0,12.0,2.0,0
407,Marine LitterWatch,20170523,2017,05,23,46.69827386,8.857837298,46.69822323,8.857601957,CH,19,meters,41.0,26.0,0.0,0.0,3.0,2.0,10.0,0.0,0
408,Marine LitterWatch,20150319,2015,03,19,46.5752,0.346619,46.5752,0.347619,Int,76,meters,178.0,120.0,2.0,0.0,0.0,33.0,23.0,0.0,0
409,Marine LitterWatch,20180322,2018,03,22,47.254754,8.687503762999999,47.2546799,8.687641299,CH,13,meters,30.0,6.0,0.0,1.0,2.0,3.0,18.0,0.0,0
410,Marine LitterWatch,20150328,2015,03,28,45.7969,-1.16235,45.7969,-1.16135,FR,77,meters,173.0,160.0,0.0,0.0,0.0,0.0,13.0,0.0,0
411,Marine LitterWatch,20160617,2016,06,17,53.78902591,-6.2334193639999995,53.7828971,-6.238000772,IE,744,meters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
412,Marine LitterWatch,20150626,2015,06,26,48.3964,-4.38379,48.3964,-4.38279,FR,73,meters,412.0,287.0,2.0,0.0,0.0,3.0,120.0,0.0,0
413,Marine LitterWatch,20170413,2017,04,13,47.52407261,9.198334671,47.52438768,9.197132864,CH,96,meters,22.0,16.0,2.0,0.0,1.0,3.0,0.0,0.0,0
414,Marine LitterWatch,20171019,2017,10,19,47.02995659,8.410800962,47.02945143,8.41128942,CH,67,meters,24.0,15.0,0.0,3.0,3.0,1.0,2.0,0.0,0
415,Marine LitterWatch,20170422,2017,04,22,40.19531,16.725179999999998,40.19531,16.72618,IT,100,meters,493.0,282.0,21.0,27.0,69.0,64.0,29.0,1.0,0
416,Marine LitterWatch,20150321,2015,03,21,48.3957,-4.38279,48.3957,-4.3817900000000005,FR,73,meters,64.0,12.0,0.0,0.0,0.0,2.0,50.0,0.0,0
417,Marine LitterWatch,20170921,2017,09,21,45.52819299,13.57499749,45.52767109,13.576006,SI,98,meters,150.0,114.0,0.0,0.0,2.0,0.0,34.0,0.0,0
418,Marine LitterWatch,20130627,2013,06,27,55.25598631,12.39772019,55.25513539999999,12.39728306,DK,99,meters,190.0,136.0,1.0,8.0,20.0,24.0,1.0,0.0,0
419,Marine LitterWatch,20171027,2017,10,27,47.50629918,9.436171386,47.50564823,9.436930447,CH,92,meters,115.0,71.0,4.0,3.0,8.0,15.0,14.0,0.0,0
420,Marine LitterWatch,20170427,2017,04,27,41.46694,12.60794,41.46694,12.608939999999999,IT,100,meters,385.0,352.0,1.0,0.0,12.0,10.0,10.0,0.0,0
421,Marine LitterWatch,20150329,2015,03,29,40.044000000000004,8.39707,40.044000000000004,8.39807,IT,86,meters,302.0,296.0,0.0,1.0,0.0,0.0,5.0,0.0,0
422,Marine LitterWatch,20170809,2017,08,09,47.43112814,8.492924315,47.43138512,8.493669863,CH,63,meters,73.0,47.0,0.0,0.0,14.0,12.0,0.0,0.0,0
423,Marine LitterWatch,20150320,2015,03,20,-36.5383,-56.6883,-36.5383,-56.6873,Int,203,meters,2244.0,2216.0,10.0,3.0,0.0,7.0,8.0,0.0,0
424,Marine LitterWatch,20171130,2017,11,30,47.19150123,8.618421357999999,47.19110211,8.618737454,CH,50,meters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
425,Marine LitterWatch,20170422,2017,04,22,47.03839843,7.108311404,47.03861686,7.107976582,CH,35,meters,105.0,98.0,2.0,1.0,1.0,0.0,2.0,1.0,0
426,Marine LitterWatch,20171017,2017,10,17,44.0462,28.64498,44.0453,28.645359999999997,RO,105,meters,1783.0,1121.0,67.0,10.0,119.0,167.0,298.0,1.0,0
427,Marine LitterWatch,20170531,2017,05,31,46.934588500000004,7.458170282999999,46.93457381,7.458467186,CH,22,meters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
428,Marine LitterWatch,20170921,2017,09,21,45.53586968,13.62293341,45.53643754,13.62184979,SI,106,meters,1120.0,1004.0,9.0,16.0,21.0,11.0,56.0,3.0,0
429,Marine LitterWatch,20171004,2017,10,04,47.52088875,9.431144031,47.52098032,9.431524898,CH,30,meters,15.0,11.0,0.0,1.0,2.0,1.0,0.0,0.0,0
430,Marine LitterWatch,20170921,2017,09,21,46.9235719,7.488301149,46.92352772,7.488904817000001,CH,46,meters,9.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0
431,Marine LitterWatch,20150504,2015,05,04,43.52656849,-1.524109783,43.52730107,-1.523399028,FR,100,meters,1544.0,1414.0,26.0,6.0,29.0,31.0,37.0,1.0,0
432,Marine LitterWatch,20170529,2017,05,29,47.58940625,7.587318067999999,47.58973545,7.587464405,DE,38,meters,218.0,177.0,0.0,0.0,28.0,7.0,4.0,2.0,0
433,Marine LitterWatch,20140409,2014,04,09,44.36764,28.70474,44.36672,28.704279999999997,RO,104,meters,101.0,71.0,2.0,0.0,11.0,8.0,9.0,0.0,0
434,Marine LitterWatch,20160513,2016,05,13,41.66856,12.39879,41.66856,12.39979,IT,100,meters,596.0,300.0,6.0,187.0,73.0,24.0,6.0,0.0,0
435,Marine LitterWatch,20180228,2018,02,28,47.50629918,9.436171386,47.50564823,9.436930447,CH,92,meters,188.0,103.0,6.0,8.0,17.0,18.0,35.0,1.0,0
436,Marine LitterWatch,20131021,2013,10,21,56.12011943,12.23457876,56.12065769,12.23694359,DK,157,meters,310.0,297.0,0.0,2.0,10.0,1.0,0.0,0.0,0
437,Marine LitterWatch,20130627,2013,06,27,55.25453029,12.38084153,55.25400515,12.37954004,DK,100,meters,137.0,85.0,29.0,4.0,9.0,9.0,1.0,0.0,0
438,Marine LitterWatch,20181006,2018,10,06,37.9406599,23.66812529,37.94102883,23.66652298,GR,147,meters,4677.0,4154.0,39.0,5.0,284.0,116.0,79.0,0.0,0
439,Marine LitterWatch,20171231,2017,12,31,47.57331594,8.534584747,47.57334535,8.534512568,CH,6,meters,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
440,Marine LitterWatch,20170531,2017,05,31,47.10668688,8.478881171,47.10660264,8.478635696,CH,21,meters,132.0,37.0,1.0,3.0,6.0,5.0,80.0,0.0,0
441,Marine LitterWatch,20150321,2015,03,21,48.6768,-4.346430000000001,48.6768,-4.34543,FR,73,meters,191.0,177.0,0.0,1.0,0.0,5.0,8.0,0.0,0
442,Marine LitterWatch,20170430,2017,04,30,47.10668688,8.478881171,47.10660264,8.478635696,CH,21,meters,170.0,49.0,0.0,1.0,6.0,7.0,106.0,1.0,0
443,Marine LitterWatch,20190217,2019,02,17,-33.96475086,25.51653354,-33.96313752,25.51847875,,426,meters,22.0,11.0,0.0,0.0,9.0,1.0,1.0,0.0,0
444,Marine LitterWatch,20171028,2017,10,28,47.14139385,8.760358841,47.141986200000005,8.760347462999999,CH,66,meters,21.0,13.0,0.0,0.0,4.0,3.0,1.0,0.0,0
445,Marine LitterWatch,20150411,2015,04,11,43.37343973,28.08948281,43.374188399999994,28.09019091,BG,101,meters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
446,Marine LitterWatch,20180618,2018,06,18,55.55767488,12.57666753,55.55761141,12.57508718,DK,99,meters,136.0,114.0,1.0,7.0,8.0,4.0,2.0,0.0,0
447,Marine LitterWatch,20171021,2017,10,21,47.55864389,7.612153633999999,47.55909708,7.614550071,DE,186,meters,1042.0,639.0,8.0,0.0,149.0,98.0,148.0,0.0,0
448,Marine LitterWatch,20150322,2015,03,22,48.1037,-4.28806,48.1037,-4.287059999999999,FR,74,meters,580.0,544.0,0.0,1.0,0.0,25.0,10.0,0.0,0
449,Marine LitterWatch,20171017,2017,10,17,44.28098,28.622359999999997,44.28002,28.622220000000002,RO,107,meters,1198.0,800.0,47.0,27.0,192.0,87.0,45.0,0.0,0
450,Marine LitterWatch,20170326,2017,03,26,42.40826078,11.29839689,42.40809288,11.29955908,IT,98,meters,1306.0,1216.0,1.0,7.0,23.0,19.0,38.0,2.0,0
451,Marine LitterWatch,20171213,2017,12,13,47.21764584,8.698713287999999,47.21772673,8.698372227,CH,27,meters,20.0,13.0,0.0,0.0,2.0,1.0,4.0,0.0,0
452,Marine LitterWatch,20160217,2016,02,17,43.4214,-1.6205200000000002,43.4214,-1.61952,FR,81,meters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
453,Marine LitterWatch,20180913,2018,09,13,55.66975815,12.08215544,55.66976210000001,12.08374761,DK,99,meters,32.0,26.0,0.0,1.0,3.0,0.0,2.0,0.0,0
454,Marine LitterWatch,20170113,2017,01,13,55.6922447,12.08366018,55.69312056,12.084006599999999,DK,100,meters,124.0,106.0,4.0,2.0,10.0,1.0,1.0,0.0,0
455,Marine LitterWatch,20160513,2016,05,13,40.658809999999995,14.79936,40.658809999999995,14.800360000000001,IT,100,meters,985.0,368.0,4.0,14.0,527.0,66.0,6.0,0.0,0
456,Marine LitterWatch,20150322,2015,03,22,38.3022,16.3344,38.3022,16.3354,IT,89,meters,2971.0,1948.0,54.0,19.0,0.0,521.0,429.0,0.0,0
457,Marine LitterWatch,20131021,2013,10,21,56.05210727,12.05050588,56.06249216,12.07326716,DK,1816,meters,995.0,818.0,35.0,5.0,94.0,16.0,14.0,13.0,0
458,Marine LitterWatch,20180822,2018,08,22,44.02098489,28.65947144,44.07519954,28.63835732,RO,6257,meters,427.0,327.0,0.0,0.0,25.0,70.0,5.0,0.0,0
459,Marine LitterWatch,20171231,2017,12,31,47.123696,7.539627,47.12369645,7.539510000000001,CH,9,meters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
460,Marine LitterWatch,20180322,2018,03,22,47.34588993,8.536154524,47.34633013,8.536054832,CH,50,meters,408.0,248.0,0.0,1.0,40.0,109.0,10.0,0.0,0
461,Marine LitterWatch,20180927,2018,09,27,43.954879999999996,28.640459999999997,43.95399999999999,28.64006,RO,103,meters,127.0,92.0,1.0,0.0,21.0,6.0,7.0,0.0,0
462,Marine LitterWatch,20170816,2017,08,16,47.52407261,9.198334671,47.52438768,9.197132864,CH,96,meters,27.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0
463,Marine LitterWatch,20161024,2016,10,24,43.77835953,28.58188921,43.75610959,28.57638704,RO,2511,meters,213.0,200.0,8.0,0.0,0.0,0.0,5.0,0.0,0
464,Marine LitterWatch,20150317,2015,03,17,43.46157018,-1.577767036,43.46052062,-1.578066305,FR,119,meters,1956.0,1921.0,2.0,0.0,23.0,6.0,2.0,2.0,0
465,Marine LitterWatch,20170818,2017,08,18,47.41030895,8.112553668,47.41063741,8.112171449,CH,46,meters,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0
466,Marine LitterWatch,20170930,2017,09,30,46.17849118,6.154318667,46.17828964,6.154981567999999,CH,56,meters,168.0,154.0,0.0,2.0,5.0,1.0,4.0,2.0,0
467,Marine LitterWatch,20170714,2017,07,14,47.40566917,8.066017963,47.40528554,8.065563868,CH,55,meters,99.0,70.0,0.0,0.0,16.0,11.0,1.0,1.0,0
468,Marine LitterWatch,20171005,2017,10,05,47.40291945,8.605145777,47.40278261,8.604494396,CH,51,meters,16.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0
469,Marine LitterWatch,20180522,2018,05,22,44.22776057,28.6306567,44.23052385,28.62920855,RO,328,meters,303.0,266.0,4.0,1.0,22.0,9.0,1.0,0.0,0
470,Marine LitterWatch,20150315,2015,03,15,44.6749,-1.25173,44.6749,-1.25073,FR,79,meters,460.0,360.0,10.0,0.0,0.0,30.0,60.0,0.0,0
471,Marine LitterWatch,20150423,2015,04,23,47.1448,-2.22883,47.1448,-2.22783,FR,75,meters,446.0,416.0,3.0,0.0,0.0,6.0,21.0,0.0,0
472,Marine LitterWatch,20150318,2015,03,18,45.52819299,13.57499749,45.52767109,13.576006,SI,98,meters,191.0,116.0,0.0,2.0,4.0,5.0,64.0,0.0,0
473,Marine LitterWatch,20171107,2017,11,07,55.7772895,11.38009312,55.77568442,11.378634,DK,201,meters,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
474,Marine LitterWatch,20180117,2018,01,17,47.40002469,8.484684678999999,47.40047043,8.484395636,CH,54,meters,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
475,Marine LitterWatch,20170831,2017,08,31,47.10668688,8.478881171,47.10660264,8.478635696,CH,21,meters,148.0,33.0,0.0,3.0,3.0,8.0,101.0,0.0,0
476,Marine LitterWatch,20170522,2017,05,22,47.52407261,9.198334671,47.52438768,9.197132864,CH,96,meters,14.0,8.0,0.0,0.0,4.0,2.0,0.0,0.0,0
477,Marine LitterWatch,20150330,2015,03,30,48.6937,-4.05654,48.6937,-4.055540000000001,FR,73,meters,304.0,258.0,2.0,2.0,0.0,16.0,26.0,0.0,0
478,Marine LitterWatch,20170712,2017,07,12,55.734717,12.105311,55.73400133,12.106279800000001,DK,100,meters,9.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0
479,Marine LitterWatch,20171227,2017,12,27,47.40940032,8.446933417999999,47.40940959,8.447313214,CH,28,meters,31.0,11.0,4.0,0.0,8.0,4.0,4.0,0.0,0
480,Marine LitterWatch,20180225,2018,02,25,47.21764584,8.698713287999999,47.21772673,8.698372227,CH,27,meters,35.0,27.0,0.0,1.0,1.0,1.0,5.0,0.0,0
481,Marine LitterWatch,20150412,2015,04,12,43.82087092,15.25029074,43.82066965,15.25060188,HR,34,meters,1543.0,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,0
482,Marine LitterWatch,20171014,2017,10,14,47.47870731,8.708426391,47.47901493,8.708630027,CH,37,meters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
483,Marine LitterWatch,20171110,2017,11,10,47.41030895,8.112553668,47.41063741,8.112171449,CH,46,meters,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
484,Marine LitterWatch,20170627,2017,06,27,47.57331594,8.534584747,47.57334535,8.534512568,CH,6,meters,21.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0
485,Marine LitterWatch,20150425,2015,04,25,48.3401,-4.61536,48.3401,-4.61436,FR,73,meters,739.0,609.0,12.0,0.0,0.0,15.0,103.0,0.0,0
486,Marine LitterWatch,20150427,2015,04,27,39.70007968,2.554498935,39.69994761,2.555432344,ES,82,meters,81.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0
487,Marine LitterWatch,20180323,2018,03,23,46.88312064,7.353188932,46.88348981,7.353139568,CH,41,meters,108.0,83.0,0.0,1.0,14.0,10.0,0.0,0.0,0
488,Marine LitterWatch,20180325,2018,03,25,51.31228726,3.110353698,51.32800453,3.166819781,BE,4307,meters,214.0,205.0,2.0,0.0,0.0,0.0,7.0,0.0,0
489,Marine LitterWatch,20161013,2016,10,13,55.66975815,12.08215544,55.66976210000001,12.08374761,DK,99,meters,43.0,29.0,0.0,1.0,12.0,0.0,1.0,0.0,0
490,Marine LitterWatch,20171128,2017,11,28,46.40286928,6.281935828,46.40293208,6.281920386,CH,7,meters,37.0,34.0,0.0,2.0,0.0,1.0,0.0,0.0,0
491,Marine LitterWatch,20170426,2017,04,26,55.660566,12.056157,55.66144379,12.055791000000001,DK,100,meters,10.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0
492,Marine LitterWatch,20151004,2015,10,04,49.4936,0.0942212,49.4936,0.0952212,FR,72,meters,319.0,265.0,6.0,1.0,0.0,35.0,12.0,0.0,0
493,Marine LitterWatch,20170417,2017,04,17,46.17849118,6.154318667,46.17828964,6.154981567999999,CH,56,meters,161.0,138.0,2.0,0.0,12.0,4.0,3.0,2.0,0
494,Marine LitterWatch,20171013,2017,10,13,55.67119801,12.04382643,55.67030767,12.04366129,DK,100,meters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
495,Marine LitterWatch,20150924,2015,09,24,52.0434,4.1843699999999995,52.0434,4.18537,NL,68,meters,194.0,162.0,3.0,4.0,0.0,20.0,5.0,0.0,0
496,Marine LitterWatch,20180102,2018,01,02,42.32642378,27.75222316,42.32674128,27.75335518,BG,99,meters,262.0,243.0,5.0,0.0,0.0,5.0,9.0,0.0,0
497,Marine LitterWatch,20170404,2017,04,04,47.40291945,8.605145777,47.40278261,8.604494396,CH,51,meters,86.0,69.0,0.0,0.0,8.0,7.0,2.0,0.0,0
498,Marine LitterWatch,20180314,2018,03,14,47.43329174,9.358074695,47.43350793,9.358549716,CH,43,meters,14.0,7.0,2.0,0.0,0.0,3.0,2.0,0.0,0
499,Marine LitterWatch,20170923,2017,09,23,45.53683789,13.60184954,45.53601321,13.60227886,SI,98,meters,811.0,744.0,2.0,4.0,15.0,11.0,34.0,1.0,0
500,Marine LitterWatch,20160109,2016,01,09,44.8279,-1.2286700000000002,44.8279,-1.22767,FR,79,meters,696.0,678.0,6.0,2.0,0.0,4.0,6.0,0.0,0
501,Marine LitterWatch,20150329,2015,03,29,45.001000000000005,-1.20289,45.001000000000005,-1.20189,FR,78,meters,460.0,451.0,5.0,0.0,0.0,1.0,3.0,0.0,0
502,Marine LitterWatch,20180330,2018,03,30,47.52407261,9.198334671,47.52438768,9.197132864,CH,96,meters,56.0,28.0,0.0,0.0,13.0,11.0,4.0,0.0,0
503,Marine LitterWatch,20180822,2018,08,22,37.57383126,-1.2060106240000001,37.57175256,-1.197283104,ES,817,meters,1334.0,1138.0,3.0,0.0,83.0,105.0,0.0,5.0,0
504,Marine LitterWatch,20160917,2016,09,17,39.65370842,-9.069826791,39.65281044,-9.070055037000001,PT,102,meters,755.0,722.0,0.0,0.0,22.0,9.0,2.0,0.0,0
505,Marine LitterWatch,20170619,2017,06,19,47.52407261,9.198334671,47.52438768,9.197132864,CH,96,meters,67.0,41.0,0.0,0.0,14.0,10.0,1.0,1.0,0
506,Marine LitterWatch,20150225,2015,02,25,43.25967555,5.374453182000001,43.25772801,5.375725815,FR,240,meters,114.0,105.0,2.0,0.0,0.0,0.0,7.0,0.0,0
507,Marine LitterWatch,20150405,2015,04,05,40.42366,16.8903,40.42366,16.8913,IT,100,meters,285.0,249.0,3.0,0.0,28.0,3.0,2.0,0.0,0
508,Marine LitterWatch,20170722,2017,07,22,47.41024245,9.320376016,47.41049912,9.320739558,CH,39,meters,62.0,41.0,1.0,0.0,5.0,14.0,1.0,0.0,0
509,Marine LitterWatch,20170921,2017,09,21,45.53593545,13.60225756,45.53680532,13.60188741,SI,101,meters,547.0,490.0,1.0,3.0,15.0,10.0,27.0,1.0,0
510,Marine LitterWatch,20150328,2015,03,28,39.6614,-0.210064,39.6614,-0.209064,ES,87,meters,623.0,544.0,25.0,1.0,0.0,35.0,18.0,0.0,0
511,Marine LitterWatch,20171230,2017,12,30,46.704436799999996,7.657882391,46.70428087,7.658185572000001,CH,29,meters,12.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,0
512,Marine LitterWatch,20150418,2015,04,18,41.856,12.1916,41.856,12.1926,IT,83,meters,1381.0,1166.0,10.0,0.0,0.0,5.0,200.0,0.0,0
513,Marine LitterWatch,20170428,2017,04,28,40.418820000000004,14.986089999999999,40.418820000000004,14.98709,IT,100,meters,256.0,171.0,7.0,2.0,50.0,12.0,13.0,1.0,0
514,Marine LitterWatch,20150621,2015,06,21,43.2623,5.37196,43.2623,5.37296,FR,81,meters,711.0,651.0,5.0,0.0,0.0,23.0,32.0,0.0,0
515,Marine LitterWatch,20170413,2017,04,13,47.17821571,8.48001275,47.17805451,8.480429569,CH,36,meters,73.0,63.0,0.0,0.0,7.0,2.0,1.0,0.0,0
516,Marine LitterWatch,20161010,2016,10,10,43.7486,28.57783,43.74774,28.578290000000003,RO,102,meters,472.0,409.0,6.0,1.0,37.0,6.0,12.0,1.0,0
517,Marine LitterWatch,20170910,2017,09,10,47.21954684,8.691961124,47.21951575,8.692141398,CH,14,meters,24.0,20.0,0.0,0.0,2.0,1.0,1.0,0.0,0
518,Marine LitterWatch,20171227,2017,12,27,47.21954684,8.691961124,47.21951575,8.692141398,CH,14,meters,16.0,8.0,0.0,1.0,3.0,2.0,2.0,0.0,0
519,Marine LitterWatch,20180410,2018,04,10,45.53652475,13.62157753,45.53709824,13.62061998,SI,98,meters,210.0,187.0,14.0,2.0,1.0,5.0,1.0,0.0,0
520,Marine LitterWatch,20170528,2017,05,28,47.34743605,8.689880503,47.34720766,8.689901363999999,CH,25,meters,60.0,52.0,0.0,0.0,4.0,3.0,1.0,0.0,0
521,Marine LitterWatch,20170623,2017,06,23,47.40566917,8.066017963,47.40528554,8.065563868,CH,55,meters,122.0,87.0,1.0,0.0,27.0,7.0,0.0,0.0,0
522,Marine LitterWatch,20151010,2015,10,10,42.34864091,27.72246797,42.37205899,27.71062972,BG,2779,meters,942.0,833.0,6.0,3.0,42.0,31.0,27.0,0.0,0
523,Marine LitterWatch,20150413,2015,04,13,43.83461,28.59051,43.833690000000004,28.59055,RO,102,meters,575.0,427.0,11.0,16.0,29.0,24.0,68.0,0.0,0
524,Marine LitterWatch,20140616,2014,06,16,43.80922106,28.5891891,43.82778026,28.59271215,RO,2081,meters,162.0,134.0,11.0,0.0,8.0,0.0,9.0,0.0,0
525,Marine LitterWatch,20171122,2017,11,22,47.21653324,7.7923040729999995,47.21640588,7.792293051000001,CH,14,meters,22.0,8.0,0.0,0.0,3.0,6.0,5.0,0.0,0
526,Marine LitterWatch,20170709,2017,07,09,47.69152541,8.717210402000001,47.69072451,8.715379336,DE,163,meters,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
527,Marine LitterWatch,20170423,2017,04,23,45.618109999999994,12.93953,45.618109999999994,12.94053,IT,100,meters,252.0,214.0,5.0,0.0,9.0,17.0,7.0,0.0,0
528,Marine LitterWatch,20181028,2018,10,28,42.95565,27.89891667,42.95421667,27.89926667,BG,162,meters,889.0,742.0,68.0,8.0,2.0,19.0,50.0,0.0,0
529,Marine LitterWatch,20170424,2017,04,24,47.21653324,7.7923040729999995,47.21640588,7.792293051000001,CH,14,meters,61.0,41.0,1.0,0.0,7.0,6.0,6.0,0.0,0
530,Marine LitterWatch,20170727,2017,07,27,47.10668688,8.478881171,47.10660264,8.478635696,CH,21,meters,110.0,19.0,3.0,1.0,3.0,7.0,77.0,0.0,0
531,Marine LitterWatch,20180410,2018,04,10,36.83918467,15.10686723,36.83886794,15.10682026,IT,35,meters,231.0,217.0,4.0,3.0,5.0,1.0,0.0,1.0,0
532,Marine LitterWatch,20190309,2019,03,09,52.15284453,-6.993711685,52.15329199,-6.993443876000001,IE,53,meters,25.0,21.0,2.0,0.0,0.0,0.0,2.0,0.0,0
533,Marine LitterWatch,20150327,2015,03,27,43.5581,-1.50132,43.5581,-1.50032,FR,81,meters,681.0,602.0,32.0,1.0,0.0,12.0,34.0,0.0,0
534,Marine LitterWatch,20171127,2017,11,27,47.27269458,8.553682053,47.27282803,8.553417376,CH,24,meters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
535,Marine LitterWatch,20171029,2017,10,29,47.47391114,9.459309367000001,47.47379979,9.459115263,CH,19,meters,8.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0
536,Marine LitterWatch,20170719,2017,07,19,37.72023273,20.86198141,37.73030085,20.87945172,GR,1902,meters,2119.0,1781.0,50.0,33.0,15.0,200.0,10.0,30.0,0
537,Marine LitterWatch,20150505,2015,05,05,48.2405,-4.54523,48.2405,-4.544230000000001,FR,74,meters,740.0,680.0,0.0,0.0,0.0,0.0,60.0,0.0,0
538,Marine LitterWatch,20180709,2018,07,09,36.02832417,14.32350343,36.02791205,14.32288201,MT,73,meters,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
539,Marine LitterWatch,20171010,2017,10,10,43.565333,39.74163,43.565584,39.740393,RU,104,meters,233.0,172.0,1.0,0.0,15.0,11.0,34.0,0.0,0
540,Marine LitterWatch,20171127,2017,11,27,46.77424307,7.624537223,46.77423203,7.624330562999999,CH,16,meters,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
541,Marine LitterWatch,20171027,2017,10,27,47.12182823,9.299551653,47.12170236,9.299250399,CH,26,meters,191.0,175.0,0.0,1.0,14.0,1.0,0.0,0.0,0
542,Marine LitterWatch,20150502,2015,05,02,35.33419838,25.28194852,35.33385486,25.28267278,GR,78,meters,216.0,171.0,1.0,3.0,6.0,23.0,12.0,0.0,0
543,Marine LitterWatch,20170412,2017,04,12,47.57331594,8.534584747,47.57334535,8.534512568,CH,6,meters,5.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0
544,Marine LitterWatch,20140511,2014,05,11,40.99427817,25.02908675,40.99401119,25.02986997,GR,73,meters,103.0,99.0,1.0,0.0,0.0,0.0,3.0,0.0,0
545,Marine LitterWatch,20180406,2018,04,06,42.32642378,27.75222316,42.32674128,27.75335518,BG,99,meters,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546,Marine LitterWatch,20160428,2016,04,28,52.19171197,-6.348033882,52.19237279,-6.348303377000001,IE,76,meters,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0
547,Marine LitterWatch,20150321,2015,03,21,48.3931,-4.39728,48.3931,-4.39628,FR,73,meters,415.0,125.0,5.0,0.0,0.0,35.0,250.0,0.0,0
548,Marine LitterWatch,20160617,2016,06,17,52.19149718,-6.34766191,52.19820481,-6.347355019,IE,747,meters,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0
549,Marine LitterWatch,20170727,2017,07,27,47.47870731,8.708426391,47.47901493,8.708630027,CH,37,meters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
550,Marine LitterWatch,20171225,2017,12,25,46.934588500000004,7.458170282999999,46.93457381,7.458467186,CH,22,meters,47.0,16.0,0.0,1.0,3.0,12.0,15.0,0.0,0
551,Marine LitterWatch,20170927,2017,09,27,46.704436799999996,7.657882391,46.70428087,7.658185572000001,CH,29,meters,12.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0
