UniqueId,Organization,Date,Survey Year,Survey ID,Latitude Start,Longitude Start,Latitude End,Longitude End,Width,Length,TotalArea,Total Debris,Plastic Count,Cloth,Fishing Gear,Glass,Metal,Other,Plastic,Processed Lumber,Rubber,Cloth Per Sq Meter,Fishing Gear  Per Sq Meter,Glass Per Sq Meter,Metal Per Sq Meter,Other Per Sq Meter,Plastic Per Sq Meter,Processed Lumber Per Sq Meter,Rubber Per Sq Meter,Total Debris Per Sq Meter
2275_11-01-2013,Hawaiian Islands Humpback Whale NMS,11-01-2013,Year 2,2275,20.74885,-156.45831,20.75045,-156.45914,12.0,170.0,2040.0,23,15,0,0,6,2,7,6,4,6,0.0,0.0,0.0029411764705882353,0.000980392156862745,0.003431372549019608,0.0029411764705882353,0.00196078431372549,0.0029411764705882353,0.011274509803921568
2276_10-14-2013,Redfish Rocks,10-14-2013,Year 2,2276,42.7149,-124.4621,42.7139,-124.462,40.0,102.0,4080.0,20,19,0,0,0,0,1,18,2,0,0.0,0.0,0.0,0.0,0.00024509803921568627,0.004411764705882353,0.0004901960784313725,0.0,0.004901960784313725
2277_11-12-2013,Redfish Rocks,11-12-2013,Year 2,2277,42.7149,-124.4621,42.7139,-124.462,38.0,102.0,3876.0,55,52,0,3,0,2,0,49,4,0,0.0,0.0007739938080495357,0.0,0.0005159958720330237,0.0,0.012641898864809082,0.0010319917440660474,0.0,0.014189886480908152
2278_12-09-2013,Redfish Rocks,12-09-2013,Year 2,2278,42.7149,-124.4621,42.7139,-124.462,38.0,102.0,3876.0,23,15,2,0,0,0,0,15,14,0,0.0005159958720330237,0.0,0.0,0.0,0.0,0.003869969040247678,0.003611971104231166,0.0,0.005933952528379773
2279_11-10-2013,Surfrider Vancouver Island,11-10-2013,Year 3,2279,48.497818,-124.299132,48.496936,-124.299077,45.0,100.0,4500.0,48,36,2,1,0,16,1,34,2,0,0.00044444444444444447,0.00022222222222222223,0.0,0.0035555555555555557,0.00022222222222222223,0.007555555555555556,0.00044444444444444447,0.0,0.010666666666666666
2280_12-08-2013,Surfrider Vancouver Island,12-08-2013,Year 1,2280,48.415655,-124.0206683,48.41522167,-124.01953,30.0,100.0,3000.0,7,4,0,1,0,2,0,3,0,4,0.0,0.0003333333333333333,0.0,0.0006666666666666666,0.0,0.001,0.0,0.0013333333333333333,0.0023333333333333335
2281_11-17-2013,OCNMS,11-17-2013,Year 1,2281,48.1721,-124.02,48.1719,-124.0187,2.0,100.0,200.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282_12-02-2013,OCNMS,12-02-2013,Year 1,2282,46.437,-124.0599,46.4379,-124.0595,100.0,100.0,10000.0,19,18,0,2,0,0,0,16,0,2,0.0,0.0002,0.0,0.0,0.0,0.0016,0.0,0.0002,0.0019
2284_11-11-2013,OCNMS,11-11-2013,Year 1,2284,48.1322,-124.7078383,48.1314,-124.707373,30.0,100.0,3000.0,60,55,4,6,0,4,0,49,2,0,0.0013333333333333333,0.002,0.0,0.0013333333333333333,0.0,0.01633333333333333,0.0006666666666666666,0.0,0.02
2285_12-08-2013,OCNMS,12-08-2013,Year 2,2285,47.818861,-124.49038,47.818027,-124.48977,80.0,100.0,8000.0,47,46,0,9,0,0,0,37,2,0,0.0,0.001125,0.0,0.0,0.0,0.004625,0.00025,0.0,0.005875
2286_12-01-2013,OCNMS,12-01-2013,Year 2,2286,48.0219,-124.6817,48.0225,-124.6809,70.0,100.0,7000.0,206,194,4,8,0,2,0,185,9,10,0.0005714285714285715,0.001142857142857143,0.0,0.00028571428571428574,0.0,0.02642857142857143,0.0012857142857142856,0.0014285714285714286,0.02942857142857143
2287_06-18-2013,OCNMS,06-18-2013,Year 1,2287,47.867883,-124.567017,47.868,-124.5666667,40.0,100.0,4000.0,204,198,2,20,2,0,0,180,4,2,0.0005,0.005,0.0005,0.0,0.0,0.045,0.001,0.0005,0.051
2288_08-20-2013,OCNMS,08-20-2013,Year 1,2288,47.867883,-124.567017,47.868,-124.5666667,10.0,100.0,1000.0,35,32,0,3,0,0,0,29,6,0,0.0,0.003,0.0,0.0,0.0,0.029,0.006,0.0,0.035
2289_07-16-2013,OCNMS,07-16-2013,Year 1,2289,47.867883,-124.567017,47.868,-124.5666667,35.0,100.0,3500.0,166,166,0,16,0,0,0,149,1,0,0.0,0.004571428571428572,0.0,0.0,0.0,0.04257142857142857,0.00028571428571428574,0.0,0.04742857142857143
2290_09-17-2013,OCNMS,09-17-2013,Year 1,2290,47.867883,-124.567017,47.868,-124.5666667,10.0,100.0,1000.0,30,29,0,4,0,0,0,25,0,2,0.0,0.004,0.0,0.0,0.0,0.025,0.0,0.002,0.03
2291_10-17-2013,OCNMS,10-17-2013,Year 1,2291,47.867883,-124.567017,47.868,-124.5666667,20.0,100.0,2000.0,240,237,0,21,0,2,1,217,0,2,0.0,0.0105,0.0,0.001,0.0005,0.1085,0.0,0.001,0.12
2292_07-22-2013,OCNMS,07-22-2013,Year 2,2292,48.34106,-124.6719,48.34136,-124.67329,100.0,100.0,10000.0,44,41,2,17,0,0,0,24,4,0,0.0002,0.0017,0.0,0.0,0.0,0.0024,0.0004,0.0,0.0044
2293_08-23-2013,OCNMS,08-23-2013,Year 2,2293,48.34106,-124.6719,48.34136,-124.67329,100.0,100.0,10000.0,18,18,0,4,0,0,0,14,0,0,0.0,0.0004,0.0,0.0,0.0,0.0014,0.0,0.0,0.0018
2295_09-13-2013,OCNMS,09-13-2013,Year 2,2295,48.34106,-124.6719,48.34136,-124.67329,60.0,100.0,6000.0,17,15,2,2,0,2,0,12,1,0,0.0003333333333333333,0.0003333333333333333,0.0,0.0003333333333333333,0.0,0.002,0.00016666666666666666,0.0,0.0028333333333333335
2296_12-04-2013,Pacific Whale Foundation,12-04-2013,Year 1,2296,20.88418,-156.68694,20.88381,-156.68695,11.6,6.0,69.6,137,106,8,4,6,8,76,28,32,2,0.1149425287356322,0.0574712643678161,0.08620689655172414,0.1149425287356322,1.0919540229885059,0.40229885057471265,0.4597701149425288,0.02873563218390805,1.9683908045977012
2297_11-29-2013,Pacific Whale Foundation,11-29-2013,Year 1,2297,20.66298,-156.4415,20.66207,-156.44135,21.7,100.0,2170.0,30,21,2,1,6,2,7,14,6,1,0.0009216589861751152,0.0004608294930875576,0.0027649769585253456,0.0009216589861751152,0.0032258064516129032,0.0064516129032258064,0.0027649769585253456,0.0004608294930875576,0.013824884792626729
2298_12-12-2013,Surfrider Foundation Siuslaw Chapter,12-12-2013,Year 1,2298,44.172617,-124.11679,44.171767,-124.11679,100.0,100.0,10000.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299_12-14-2013,California Coast National Monument Task Force,12-14-2013,Year 1,2299,38.735105,-123.490915,38.731897,-123.489614,110.0,300.0,33000.0,2,1,0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,3.0303030303030302e-05,6.0606060606060605e-05,0.0,6.0606060606060605e-05
2300_11-27-2013,California Coast National Monument Task Force,11-27-2013,Year 1,2300,38.699325,-123.441157,38.698033,-123.440768,124.0,167.13,20724.12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301_05-27-2012,OCNMS,05-27-2012,Year 1,2301,48.30926,-124.66304,48.30841,-124.66336,275.0,100.0,27500.0,21,20,2,4,0,0,0,16,0,0,7.272727272727273e-05,0.00014545454545454546,0.0,0.0,0.0,0.0005818181818181818,0.0,0.0,0.0007636363636363637
2302_06-25-2012,OCNMS,06-25-2012,Year 1,2302,48.30926,-124.66304,48.30841,-124.66336,275.0,100.0,27500.0,79,71,3,6,0,2,0,66,8,2,0.00010909090909090909,0.00021818181818181818,0.0,7.272727272727273e-05,0.0,0.0024,0.0002909090909090909,7.272727272727273e-05,0.002872727272727273
2303_12-11-2013,OCNMS,12-11-2013,Year 1,2303,47.70599,-124.41528,47.70467,-124.41508,60.0,100.0,6000.0,28,28,0,12,0,0,1,15,0,0,0.0,0.002,0.0,0.0,0.00016666666666666666,0.0025,0.0,0.0,0.004666666666666667
2304_12-11-2013,OCNMS,12-11-2013,Year 1,2304,48.2857,-124.3679,48.2855,-124.36925,80.0,100.0,8000.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313_11-20-2013,OCNMS,11-20-2013,Year 1,2313,48.09686,-122.94106,48.09724,-122.94223999999998,15.0,100.0,1500.0,4,3,0,0,0,0,0,3,2,0,0.0,0.0,0.0,0.0,0.0,0.002,0.0013333333333333333,0.0,0.0026666666666666666
2314_12-01-2013,OCNMS,12-01-2013,Year 2,2314,48.1639,-123.7047,48.1647,-123.7045,120.0,100.0,12000.0,44,41,0,4,0,0,2,35,0,6,0.0,0.0003333333333333333,0.0,0.0,0.00016666666666666666,0.002916666666666667,0.0,0.0005,0.0036666666666666666
2315_11-23-2013,OCNMS,11-23-2013,Year 1,2315,47.86478,-124.55917,47.86543,-124.5602,15.0,100.0,1500.0,30,30,0,0,0,0,0,30,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02
2316_11-23-2013,OCNMS,11-23-2013,Year 1,2316,47.867883,-124.567017,47.868,-124.5666667,15.0,100.0,1500.0,227,219,1,18,0,0,1,206,4,5,0.0006666666666666666,0.012,0.0,0.0,0.0006666666666666666,0.13733333333333334,0.0026666666666666666,0.0033333333333333335,0.15133333333333332
2317_11-22-2013,OCNMS,11-22-2013,Year 1,2317,48.2857,-124.3679,48.2855,-124.36925,16.0,100.0,1600.0,7,5,0,0,0,2,0,5,2,0,0.0,0.0,0.0,0.00125,0.0,0.003125,0.00125,0.0,0.004375
2318_12-09-2013,Pacific Whale Foundation,12-09-2013,Year 1,2318,20.924423,-156.493282,20.923458,-156.492991,11.2,100.0,1120.0,108,94,4,10,6,10,2,84,2,4,0.0035714285714285713,0.008928571428571428,0.005357142857142857,0.008928571428571428,0.0017857142857142857,0.075,0.0017857142857142857,0.0035714285714285713,0.09642857142857143
2319_12-13-2013,California Coast National Monument Task Force,12-13-2013,Year 1,2319,38.7132,-123.4564,38.7106,-123.4551,105.0,309.0,32445.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320_12-15-2013,Hawppon,12-15-2013,Year 2,2320,21.269583,-157.77685,21.269558,-157.77875600000004,7.9,351.0,2772.9,532,480,1,15,22,20,302,164,41,7,0.00036063327202567706,0.005409499080385156,0.007933931984564895,0.0072126654405135415,0.10891124815175447,0.05914385661221104,0.01478596415305276,0.0025244329041797394,0.1918569007176602
2321_12-30-2013,California Coast National Monument Task Force,12-30-2013,Year 1,2321,38.7268,-123.483056,38.726794,-123.481892,16.0,115.0,1840.0,1,1,0,1,0,0,0,0,0,0,0.0,0.0005434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0005434782608695652
2322_10-10-2013,California Coast National Monument Task Force,10-10-2013,Year 1,2322,38.7268,-123.483056,38.726794,-123.481892,16.0,115.0,1840.0,3,3,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0016304347826086956,0.0,0.0,0.0016304347826086956
2323_11-24-2013,California Coast National Monument Task Force,11-24-2013,Year 1,2323,38.7268,-123.483056,38.726794,-123.481892,16.0,115.0,1840.0,4,4,0,1,0,0,0,3,0,0,0.0,0.0005434782608695652,0.0,0.0,0.0,0.0016304347826086956,0.0,0.0,0.002173913043478261
2324_12-27-2013,Pacific Whale Foundation,12-27-2013,Year 1,2324,20.66298,-156.4415,20.66207,-156.44135,14.7,100.0,1470.0,36,28,4,1,0,0,10,17,6,4,0.0027210884353741495,0.0006802721088435374,0.0,0.0,0.006802721088435374,0.011564625850340135,0.004081632653061225,0.0027210884353741495,0.024489795918367346
2325_12-31-2013,California Coast National Monument Task Force,12-31-2013,Year 1,2325,38.69054860000001,-123.4355847,38.6892339,-123.4329388,40.2,898.0,36099.60000000001,30,27,0,0,0,0,0,27,4,2,0.0,0.0,0.0,0.0,0.0,0.0007479307249941825,0.00011080455185099,5.5402275925495e-05,0.000831034138882425
2326_12-15-2013,California Coast National Monument Task Force,12-15-2013,Year 1,2326,38.69054860000001,-123.4355847,38.6892339,-123.4329388,30.0,898.0,26940.0,15,14,0,4,0,0,0,10,0,0,0.0,0.00014847809948032666,0.0,0.0,0.0,0.0003711952487008166,0.0,0.0,0.0005567928730512249
2336_04-28-2013,Sharkastics,04-28-2013,Year 1,2336,20.9101,-156.488,20.9104,-156.4887,5.0,100.0,500.0,2178,1809,174,241,98,182,61,1527,49,215,0.348,0.482,0.196,0.364,0.122,3.054,0.098,0.43,4.356
2337_05-26-2013,Sharkastics,05-26-2013,Year 1,2337,20.9101,-156.488,20.9104,-156.4887,5.0,100.0,500.0,3898,3134,467,526,62,326,31,2585,258,407,0.934,1.052,0.124,0.652,0.062,5.17,0.516,0.814,7.796
2338_06-23-2013,Sharkastics,06-23-2013,Year 1,2338,20.9101,-156.488,20.9104,-156.4887,5.0,100.0,500.0,3213,2876,248,852,6,206,37,2007,31,163,0.496,1.704,0.012,0.412,0.074,4.014,0.062,0.326,6.426
2345_07-28-2013,Sharkastics,07-28-2013,Year 2,2345,20.9101,-156.488,20.9104,-156.4887,5.0,100.0,500.0,5448,4675,440,1041,120,366,70,3626,52,506,0.88,2.082,0.24,0.732,0.14,7.252,0.104,1.012,10.896
2347_08-25-2013,Sharkastics,08-25-2013,Year 2,2347,20.9101,-156.488,20.9104,-156.4887,5.0,100.0,500.0,2003,1725,247,243,18,154,30,1457,44,88,0.494,0.486,0.036,0.308,0.06,2.914,0.088,0.176,4.006
2361_09-22-2013,Sharkastics,09-22-2013,Year 2,2361,20.9101,-156.488,20.9104,-156.4887,5.0,100.0,500.0,3254,2848,301,596,26,228,25,2254,52,178,0.602,1.192,0.052,0.456,0.05,4.508,0.104,0.356,6.508
2366_10-27-2013,Sharkastics,10-27-2013,Year 2,2366,20.9101,-156.488,20.9104,-156.4887,5.0,100.0,500.0,7415,6551,762,1050,42,262,49,5476,52,586,1.524,2.1,0.084,0.524,0.098,10.952,0.104,1.172,14.83
2368_11-24-2013,Sharkastics,11-24-2013,Year 2,2368,20.9101,-156.488,20.9104,-156.4887,5.0,100.0,500.0,3469,3024,325,733,36,228,19,2305,110,158,0.65,1.466,0.072,0.456,0.038,4.61,0.22,0.316,6.938
2369_12-22-2013,Sharkastics,12-22-2013,Year 2,2369,20.9101,-156.488,20.9104,-156.4887,5.0,100.0,500.0,3960,3467,400,1322,74,218,38,2141,24,236,0.8,2.644,0.148,0.436,0.076,4.282,0.048,0.472,7.92
2374_12-27-2013,California Coast National Monument Task Force,12-27-2013,Year 1,2374,38.72653,-123.481345,38.725367,-123.479247,300.0,300.0,90000.0,14,12,0,1,0,0,0,12,2,1,0.0,1.1111111111111112e-05,0.0,0.0,0.0,0.00013333333333333334,2.2222222222222223e-05,1.1111111111111112e-05,0.00015555555555555556
2401_08-03-2013,Sonoma Coast Surfrider,08-03-2013,Year 2,2401,38.335233,-123.068717,38.33351833333333,-123.06826666666667,8.0,100.0,800.0,31,31,0,1,0,0,0,27,3,0,0.0,0.00125,0.0,0.0,0.0,0.03375,0.00375,0.0,0.03875
2402_11-02-2013,Sonoma Coast Surfrider,11-02-2013,Year 2,2402,38.335233,-123.068717,38.33351833333333,-123.06826666666667,8.0,100.0,800.0,7,6,0,1,0,0,0,5,0,0,0.0,0.00125,0.0,0.0,0.0,0.00625,0.0,0.0,0.00875
2403_01-12-2014,Hawppon,01-12-2014,Year 2,2403,21.269583,-157.77685,21.269558,-157.77875600000004,8.5344,351.0,2995.5744,745,633,18,7,98,44,406,221,36,9,0.006008864276580812,0.002336780552003649,0.03271492772805109,0.014688334898308652,0.13553327201621165,0.07377550028468664,0.012017728553161624,0.003004432138290406,0.24870021589181696
2408_12-28-2013,OCNMS,12-28-2013,Year 2,2408,48.0219,-124.6817,48.0225,-124.6809,70.0,100.0,7000.0,310,287,4,11,0,4,0,276,6,32,0.0005714285714285715,0.0015714285714285715,0.0,0.0005714285714285715,0.0,0.03942857142857143,0.0008571428571428571,0.004571428571428572,0.04428571428571428
2409_12-28-2013,OCNMS,12-28-2013,Year 2,2409,48.3441,-124.6792,48.343999999999994,-124.6779,75.0,100.0,7500.0,22,17,10,4,0,0,0,13,0,0,0.0013333333333333333,0.0005333333333333334,0.0,0.0,0.0,0.0017333333333333333,0.0,0.0,0.0029333333333333334
2410_12-18-2013,OCNMS,12-18-2013,Year 2,2410,48.30926,-124.66304,48.30841,-124.66336,100.0,100.0,10000.0,19,18,0,6,0,0,1,11,0,0,0.0,0.0006,0.0,0.0,0.0001,0.0011,0.0,0.0,0.0019
2411_12-09-2013,OCNMS,12-09-2013,Year 2,2411,47.71678,-124.41835,47.71765,-124.41832,45.0,100.0,4500.0,12,12,0,6,0,0,0,6,0,0,0.0,0.0013333333333333333,0.0,0.0,0.0,0.0013333333333333333,0.0,0.0,0.0026666666666666666
2412_12-20-2013,OCNMS,12-20-2013,Year 1,2412,48.09686,-122.94106,48.09724,-122.94223999999998,15.0,100.0,1500.0,16,15,0,1,0,0,1,13,2,0,0.0,0.0006666666666666666,0.0,0.0,0.0006666666666666666,0.008666666666666666,0.0013333333333333333,0.0,0.010666666666666666
2413_12-10-2013,OCNMS,12-10-2013,Year 1,2413,48.1322,-124.7078383,48.1314,-124.707373,40.0,100.0,4000.0,120,111,10,38,2,4,0,72,3,0,0.0025,0.0095,0.0005,0.001,0.0,0.018,0.00075,0.0,0.03
2414_01-01-2014,OCNMS,01-01-2014,Year 2,2414,48.1639,-123.7047,48.1647,-123.7045,50.0,100.0,5000.0,58,57,2,3,0,0,2,52,0,0,0.0004,0.0006,0.0,0.0,0.0004,0.0104,0.0,0.0,0.0116
2415_01-01-2014,OCNMS,01-01-2014,Year 1,2415,46.437,-124.0599,46.4379,-124.0595,100.0,100.0,10000.0,47,44,0,11,2,0,0,33,4,0,0.0,0.0011,0.0002,0.0,0.0,0.0033,0.0004,0.0,0.0047
2416_01-05-2014,OCNMS,01-05-2014,Year 1,2416,47.86478,-124.55917,47.86543,-124.5602,5.0,100.0,500.0,17,16,0,1,0,0,0,15,2,0,0.0,0.002,0.0,0.0,0.0,0.03,0.004,0.0,0.034
2417_01-05-2014,OCNMS,01-05-2014,Year 1,2417,47.867883,-124.567017,47.868,-124.5666667,10.0,100.0,1000.0,64,56,0,2,0,0,0,54,16,0,0.0,0.002,0.0,0.0,0.0,0.054,0.016,0.0,0.064
2418_01-19-2014,California Coast National Monument Task Force,01-19-2014,Year 1,2418,38.69054860000001,-123.4355847,38.6892339,-123.4329388,30.0,898.0,26940.0,43,43,0,4,0,0,0,39,0,0,0.0,0.00014847809948032666,0.0,0.0,0.0,0.0014476614699331849,0.0,0.0,0.0015961395694135115
2419_10-11-2013,OCNMS,10-11-2013,Year 2,2419,48.34106,-124.6719,48.34136,-124.67329,100.0,100.0,10000.0,33,33,0,2,0,0,0,31,0,0,0.0,0.0002,0.0,0.0,0.0,0.0031,0.0,0.0,0.0033
2420_02-16-2013,OCNMS,02-16-2013,Year 1,2420,48.34106,-124.6719,48.34136,-124.67329,150.0,100.0,15000.0,93,90,0,9,2,0,2,80,0,3,0.0,0.0006,0.00013333333333333334,0.0,0.00013333333333333334,0.005333333333333333,0.0,0.0002,0.0062
2421_01-21-2014,California Coast National Monument Task Force,01-21-2014,Year 1,2421,38.7132,-123.4564,38.7106,-123.4551,10.0,309.0,3090.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2422_03-22-2013,OCNMS,03-22-2013,Year 1,2422,48.34106,-124.6719,48.34136,-124.67329,150.0,100.0,15000.0,44,41,0,10,0,2,3,28,4,0,0.0,0.0006666666666666666,0.0,0.00013333333333333334,0.0002,0.0018666666666666666,0.0002666666666666667,0.0,0.0029333333333333334
2423_05-24-2013,OCNMS,05-24-2013,Year 2,2423,48.34106,-124.6719,48.34136,-124.67329,110.0,100.0,11000.0,38,29,2,10,2,4,0,19,6,0,0.0001818181818181818,0.0009090909090909091,0.0001818181818181818,0.0003636363636363636,0.0,0.0017272727272727272,0.0005454545454545455,0.0,0.0034545454545454545
2424_06-21-2013,OCNMS,06-21-2013,Year 2,2424,48.34106,-124.6719,48.34136,-124.67329,150.0,100.0,15000.0,17,11,0,6,0,6,0,5,6,0,0.0,0.0004,0.0,0.0004,0.0,0.0003333333333333333,0.0004,0.0,0.0011333333333333334
2425_05-11-2012,OCNMS,05-11-2012,Year 1,2425,48.34106,-124.6719,48.34136,-124.67329,100.0,100.0,10000.0,8,6,0,1,0,0,0,5,2,0,0.0,0.0001,0.0,0.0,0.0,0.0005,0.0002,0.0,0.0008
2426_06-02-2012,OCNMS,06-02-2012,Year 1,2426,48.34106,-124.6719,48.34136,-124.67329,102.0,100.0,10200.0,52,41,0,5,14,0,0,36,8,0,0.0,0.0004901960784313725,0.0013725490196078432,0.0,0.0,0.0035294117647058825,0.000784313725490196,0.0,0.005098039215686275
2435_01-17-2014,OCNMS,01-17-2014,Year 1,2435,48.09686,-122.94106,48.09724,-122.94223999999998,15.0,100.0,1500.0,8,7,0,0,0,2,0,7,0,0,0.0,0.0,0.0,0.0013333333333333333,0.0,0.004666666666666667,0.0,0.0,0.005333333333333333
2442_01-10-2014,OCNMS,01-10-2014,Year 1,2442,47.70599,-124.41528,47.70467,-124.41508,70.0,100.0,7000.0,54,53,2,28,0,0,0,25,0,0,0.00028571428571428574,0.004,0.0,0.0,0.0,0.0035714285714285713,0.0,0.0,0.007714285714285714
2443_12-14-2013,OCNMS,12-14-2013,Year 1,2443,48.1721,-124.02,48.1719,-124.0187,20.0,100.0,2000.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444_03-26-2013,OCNMS,03-26-2013,Year 1,2444,48.1568,-123.17498,48.15743,-123.17402,30.0,100.0,3000.0,5,5,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0016666666666666668
2446_01-07-2014,OCNMS,01-07-2014,Year 2,2446,47.818861,-124.49038,47.818027,-124.48977,30.0,100.0,3000.0,12,12,0,3,0,0,0,9,0,0,0.0,0.001,0.0,0.0,0.0,0.003,0.0,0.0,0.004
2450_07-18-2012,OCNMS,07-18-2012,Year 1,2450,47.7517,-124.4405,47.7526,-124.4415,60.0,100.0,6000.0,90,88,0,3,0,4,0,85,0,0,0.0,0.0005,0.0,0.0006666666666666666,0.0,0.014166666666666666,0.0,0.0,0.015
2457_01-27-2014,California Coast National Monument Task Force,01-27-2014,Year 1,2457,38.699325,-123.441157,38.698033,-123.440768,150.0,167.13,25069.5,2,2,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,7.977821655796884e-05,0.0,0.0,7.977821655796884e-05
2458_01-25-2014,California Coast National Monument Task Force,01-25-2014,Year 1,2458,38.735105,-123.490915,38.731897,-123.489614,80.0,300.0,24000.0,8,5,0,1,0,2,0,4,4,0,0.0,4.1666666666666665e-05,0.0,8.333333333333333e-05,0.0,0.00016666666666666666,0.00016666666666666666,0.0,0.0003333333333333333
2485_01-26-2014,Surfrider Foundation Siuslaw Chapter,01-26-2014,Year 1,2485,44.172617,-124.11679,44.171767,-124.11679,100.0,100.0,10000.0,13,13,0,0,0,0,1,12,0,0,0.0,0.0,0.0,0.0,0.0001,0.0012,0.0,0.0,0.0013
2486_02-01-2014,California Coast National Monument Task Force,02-01-2014,Year 2,2486,38.69054860000001,-123.4355847,38.6892339,-123.4329388,40.2,898.0,36099.60000000001,18,14,0,1,0,0,0,13,6,2,0.0,2.77011379627475e-05,0.0,0.0,0.0,0.0003601147935157175,0.00016620682777648499,5.5402275925495e-05,0.000498620483329455
2487_09-24-2013,OCNMS,09-24-2013,Year 1,2487,48.14431,-123.56937,48.14352,-123.57009,40.0,100.0,4000.0,17,17,0,1,0,0,0,16,0,0,0.0,0.00025,0.0,0.0,0.0,0.004,0.0,0.0,0.00425
2488_10-22-2013,OCNMS,10-22-2013,Year 1,2488,48.14431,-123.56937,48.14352,-123.57009,25.0,100.0,2500.0,39,37,0,1,0,4,0,36,0,0,0.0,0.0004,0.0,0.0016,0.0,0.0144,0.0,0.0,0.0156
2489_11-26-2013,OCNMS,11-26-2013,Year 1,2489,48.14431,-123.56937,48.14352,-123.57009,30.0,100.0,3000.0,2,2,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0006666666666666666,0.0,0.0,0.0006666666666666666
2490_12-17-2013,OCNMS,12-17-2013,Year 1,2490,48.14431,-123.56937,48.14352,-123.57009,30.0,100.0,3000.0,4,4,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0013333333333333333,0.0,0.0,0.0013333333333333333
2491_10-08-2013,OCNMS,10-08-2013,Year 1,2491,48.15,-123.5557,48.14976,-123.557,6.0,100.0,600.0,2,2,0,1,0,0,0,1,0,0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0033333333333333335
2492_11-12-2013,OCNMS,11-12-2013,Year 1,2492,48.15,-123.5557,48.14976,-123.557,40.0,100.0,4000.0,6,6,0,0,0,0,1,5,0,0,0.0,0.0,0.0,0.0,0.00025,0.00125,0.0,0.0,0.0015
2493_12-09-2013,OCNMS,12-09-2013,Year 2,2493,48.15,-123.5557,48.14976,-123.557,50.0,100.0,5000.0,8,7,0,1,0,2,0,6,0,0,0.0,0.0002,0.0,0.0004,0.0,0.0012,0.0,0.0,0.0016
2494_01-18-2014,OCNMS,01-18-2014,Year 1,2494,48.1322,-124.7078383,48.1314,-124.707373,40.0,100.0,4000.0,157,138,8,21,0,16,0,117,4,10,0.002,0.00525,0.0,0.004,0.0,0.02925,0.001,0.0025,0.03925
2495_01-25-2014,OCNMS,01-25-2014,Year 2,2495,48.3441,-124.6792,48.343999999999994,-124.6779,75.0,100.0,7500.0,31,26,4,6,0,2,0,20,0,2,0.0005333333333333334,0.0008,0.0,0.0002666666666666667,0.0,0.0026666666666666666,0.0,0.0002666666666666667,0.0041333333333333335
2496_01-18-2014,OCNMS,01-18-2014,Year 2,2496,48.30926,-124.66304,48.30841,-124.66336,125.0,100.0,12500.0,124,123,0,47,0,0,1,75,0,0,0.0,0.00376,0.0,0.0,8e-05,0.006,0.0,0.0,0.00992
2497_01-23-2014,OCNMS,01-23-2014,Year 1,2497,48.2857,-124.3679,48.2855,-124.36925,20.0,100.0,2000.0,30,23,4,0,0,4,0,23,6,0,0.002,0.0,0.0,0.002,0.0,0.0115,0.003,0.0,0.015
2498_12-27-2013,Hawaiian Islands Humpback Whale NMS,12-27-2013,Year 2,2498,20.74885,-156.45831,20.75045,-156.45914,12.0,170.0,2040.0,19,11,2,0,0,2,5,6,6,4,0.000980392156862745,0.0,0.0,0.000980392156862745,0.0024509803921568627,0.0029411764705882353,0.0029411764705882353,0.00196078431372549,0.009313725490196078
2499_02-09-2014,Hawppon,02-09-2014,Year 2,2499,21.269583,-157.77685,21.269558,-157.77875600000004,7.0104,351.0,2460.6504,1143,927,10,6,222,64,719,203,72,15,0.004063966177397651,0.0024383797064385904,0.09022004913822784,0.026009383535344963,0.2921991681548911,0.08249851340117231,0.029260556477263083,0.006095949266096476,0.4645113340765515
