Survey Type,Organization,Date,Survey Year,Country,State,County,Survey ID,MDMAP ID #,Shoreline Name,Latitude Start,Longitude Start,Latitude End,Longitude End,Slope,Width,Length,Start Time,End Time,Time of Low Tide,Database Season,Season,Date of Previous Survey,Days since last survey,Storm Activity,Current Weather,Number of Persons Assisting,Large Items?,Debris Behind Back Barrier?,Datasheet Version,Notes,Photos?,Plastic,Plastic - Flux,Hard Plastic Fragments,Hard Plastic Fragments - Flux,Foamed Plastic Fragments,Foamed Plastic Fragments - Flux,Filmed Plastic Fragments,Filmed Plastic Fragments - Flux,Food Wrappers,Food Wrappers - Flux,Plastic Beverage Bottles,Plastic Beverage Bottles - Flux,Other Jugs/Containers,Other Jugs/Containers - Flux,Bottle/Container Caps,Bottle/Container Caps - Flux,Cigar Tips,Cigar Tips - Flux,Cigarettes,Cigarettes - Flux,Disposable Cigarette Lighters,Disposable Cigarette Lighters - Flux,6-Pack Rings,6-Pack Rings - Flux,Bags,Bags - Flux,Plastic Rope/Net,Plastic Rope/Net - Flux,Buoys & Floats,Buoys & Floats - Flux,Fishing Lures & Line,Fishing Lures & Line - Flux,Cups,Cups - Flux,Plastic Utensils,Plastic Utensils - Flux,Straws,Straws - Flux,Balloons Mylar,Balloons Mylar - Flux,Personal Care Products,Personal Care Products - Flux,Plastic Other,Plastic Other - Flux,Metal,Metal - Flux,Aluminum/Tin Cans,Aluminum/Tin Cans - Flux,Aerosol Cans,Aerosol Cans - Flux,Metal Fragments,Metal Fragments - Flux,Metal Other,Metal Other - Flux,Glass,Glass - Flux,Glass Beverage Bottles,Glass Beverage Bottles - Flux,Jars,Jars - Flux,Glass Fragments,Glass Fragments - Flux,Glass Other,Glass Other - Flux,Rubber,Rubber - Flux,Flip Flops,Flip Flops - Flux,Rubber Gloves,Rubber Gloves - Flux,Tires,Tires - Flux,Balloons Latex,Balloons Latex - Flux,Rubber Fragments,Rubber Fragments - Flux,Rubber Other,Rubber Other - Flux,Processed Lumber,Processed Lumber - Flux,Cardboard Cartons,Cardboard Cartons - Flux,Paper and Cardboard,Paper and Cardboard - Flux,Paper Bags,Paper Bags - Flux,Lumber/Building Material,Lumber/Building Material - Flux,Processed Lumber Other,Processed Lumber Other - Flux,Cloth/Fabric,Cloth/Fabric - Flux,Clothing & Shoes,Clothing & Shoes - Flux,Gloves (non-rubber),Gloves (non-rubber) - Flux,Towels/Rags,Towels/Rags - Flux,Rope/Net Pieces (non-nylon),Rope/Net Pieces (non-nylon) - Flux,Fabric Pieces,Fabric Pieces - Flux,Cloth/Fabric Other,Cloth/Fabric Other - Flux,Unclassified,Unclassified - Flux,Total Debris,Total Debris - Flux,Debris Description,UniqueId,TotalArea
Accumulation,OCNMS,01-10-2015,Year 3,United States,WA,Jefferson,3228,115,Mosquito Creek,47.818861,-124.49038,47.818027,-124.48977,,60.0,100.0,11:30 AM,12:15 PM,,Winter,winter,12-24-2014,17,some recent wind,"100% clouds, light offshore winds",2,yes,,1.0,,Yes,183,0.0017941176470588,41,0.00040196078431373,105,0.0010294117647059,0,0,0,0,5,4.9019607843137E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.00013725490196078,16,0.00015686274509804,1,9.8039215686275E-6,0,0,0,0,0,0,0,0,0,0,1,9.8039215686275E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9411764705882E-5,0,0,0,0,0,0,,,0,0,3,2.9411764705882E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0.0018235294117647,"other plastic = shotgun shell wad, other rubber = two shoe soles, one tennis ball",3228_01-10-2015,6000.0
Accumulation,OCNMS,12-12-2014,Year 1,United States,WA,Clallam,3230,178,Dry Creek West,48.13491,-123.5227,48.135490000000004,-123.5237,,11.0,100.0,01:10 PM,02:15 PM,,Winter,fall,11-07-2014,35,none,30% clouds light winds,1,yes,,1.0,,No,14,0.00036363636363636,8,0.00020779220779221,1,2.5974025974026E-5,0,0,0,0,0,0,1,2.5974025974026E-5,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5974025974026E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.7922077922078E-5,7,0.00018181818181818,1,2.5974025974026E-5,0,0,6,0.00015584415584416,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5974025974026E-5,0,0,0,0,0,0,,,0,0,1,2.5974025974026E-5,4,0.0001038961038961,0,0,0,0,0,0,4,0.0001038961038961,0,0,1,2.5974025974026E-5,0,0,0,0,0,0,0,0,1,2.5974025974026E-5,0,0,0,0,27,0.0007012987012987,"other rubber = size 81/2 sole; other plastic = shotgun shell case, orange 9 inch tall cone",3230_12-12-2014,1100.0
Accumulation,Clean Virginia Waterways/Longwood University,09-18-2014,Year 1,United States,VA,Accomack,3231,171,Chincoteague NWR,37.97645,-75.28242,37.97725,-75.28195,,38.0,100.0,11:13 AM,11:26 AM,,Fall,SUMMER,08-20-2014,29,,"NE BREEZY, CLEAR/SUNNY",5,no,,1.0,,No,21,0.00019056261343013,1,9.0744101633394E-6,2,1.8148820326679E-5,2,1.8148820326679E-5,1,9.0744101633394E-6,2,1.8148820326679E-5,2,1.8148820326679E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8.1669691470054E-5,0,0,2,1.8148820326679E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,9.0744101633394E-6,0,0,0,0,0,0,0,0,1,9.0744101633394E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.00019963702359347,,3231_09-18-2014,3800.0
Accumulation,Clean Virginia Waterways/Longwood University,09-26-2014,Year 1,United States,VA,Virginia Beach,3236,165,Back Bay Natl Wildlife Refuge,36.67454,-75.9134,36.675340000000006,-75.91386,,43.7,100.0,04:59 PM,05:39 PM,,Fall,FALL,08-31-2014,26,"RECENT NE 10-15, HIGH TIDES","15-20 NE, 50% CLOUDS",3,no,,1.0,"Plastic other,1  5-gal bucket; plastic other, 4 toys; plastic film, 1 cigar wrapper; plastic film, tobacco packaging; Nurdle",No,79,0.00069530012321774,11,9.6813941207534E-5,11,9.6813941207534E-5,3,2.6403802147509E-5,9,7.9211406442528E-5,5,4.4006336912515E-5,0,0,14,0.00012321774335504,3,2.6403802147509E-5,1,8.8012673825031E-6,0,0,0,0,1,8.8012673825031E-6,1,8.8012673825031E-6,0,0,1,8.8012673825031E-6,0,0,0,0,1,8.8012673825031E-6,11,9.6813941207534E-5,0,0,7,6.1608871677522E-5,0,0,0,0,0,0,0,0,0,0,2,1.7602534765006E-5,0,0,0,0,2,1.7602534765006E-5,0,0,1,8.8012673825031E-6,0,0,0,0,0,0,,,1,8.8012673825031E-6,0,0,1,8.8012673825031E-6,0,0,0,0,0,0,1,8.8012673825031E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0.00073050519274776,"Large items: Bucket, no other info provided. Bubble-wrap, status unknown, width-unknown, Length-0.9144 meters Other plastic - Piece of crab basket Other - Bandaid",3236_09-26-2014,4370.0
Accumulation,OCNMS,01-12-2015,Year 1,United States,WA,Clallam,3237,178,Dry Creek West,48.13491,-123.5227,48.135490000000004,-123.5237,,22.0,100.0,12:35 PM,02:20 PM,,Winter,winter,12-12-2014,31,none; overcast,"moderate winds, 100% cloud cover",1,yes,,1.0,,Yes,57,0.00083577712609971,14,0.00020527859237537,23,0.00033724340175953,3,4.3988269794721E-5,1,1.466275659824E-5,4,5.8651026392962E-5,1,1.466275659824E-5,2,2.9325513196481E-5,0,0,0,0,0,0,0,0,0,0,3,4.3988269794721E-5,0,0,1,1.466275659824E-5,2,2.9325513196481E-5,0,0,3,4.3988269794721E-5,0,0,0,0,0,0,3,4.3988269794721E-5,0,0,0,0,1,1.466275659824E-5,2,2.9325513196481E-5,0,0,0,0,0,0,0,0,0,0,3,4.3988269794721E-5,0,0,0,0,1,1.466275659824E-5,,,0,0,2,2.9325513196481E-5,6,8.7976539589443E-5,0,0,0,0,0,0,6,8.7976539589443E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0.0010117302052786,,3237_01-12-2015,2200.0
Accumulation,OCNMS,10-23-2014,Year 1,United States,WA,Clallam,3238,148,Hobuck 3,48.33911,-124.6665,48.338440000000006,-124.6656,,30.0,100.0,12:10 PM,12:40 PM,,Fall,fall,09-20-2014,33,not noted,light onshore winds,2,no,,1.0,,Yes,132,0.0013333333333333,69,0.0006969696969697,18,0.00018181818181818,12,0.00012121212121212,3,3.030303030303E-5,0,0,1,1.010101010101E-5,10,0.0001010101010101,0,0,3,3.030303030303E-5,0,0,0,0,0,0,5,5.0505050505051E-5,0,0,0,0,0,0,1,1.010101010101E-5,0,0,0,0,1,1.010101010101E-5,9,9.0909090909091E-5,1,1.010101010101E-5,1,1.010101010101E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,2.020202020202E-5,0,0,0,0,0,0,2,2.020202020202E-5,0,0,2,2.020202020202E-5,0,0,1,1.010101010101E-5,1,1.010101010101E-5,0,0,0,0,0,0,0,0,137,0.0013838383838384,Boat bumper (ship fender) buried under the sand and not visible this survey. No Large items (over 30cm),3238_10-23-2014,3000.0
Accumulation,OCNMS,11-22-2014,Year 1,United States,WA,Clallam,3239,148,Hobuck 3,48.33911,-124.6665,48.338440000000006,-124.6656,,30.0,100.0,01:15 PM,01:45 PM,,Fall,fall,10-23-2014,30,onshore wind and rain,"20%cloud cover, light onshore winds",2,yes,,1.0,,Yes,58,0.00064444444444444,32,0.00035555555555556,9,0.0001,0,0,0,0,4,4.4444444444444E-5,0,0,2,2.2222222222222E-5,0,0,0,0,0,0,0,0,0,0,5,5.5555555555556E-5,0,0,0,0,0,0,0,0,0,0,1,1.1111111111111E-5,1,1.1111111111111E-5,4,4.4444444444444E-5,1,1.1111111111111E-5,1,1.1111111111111E-5,0,0,0,0,0,0,1,1.1111111111111E-5,0,0,0,0,1,1.1111111111111E-5,0,0,2,2.2222222222222E-5,0,0,1,1.1111111111111E-5,0,0,,,0,0,1,1.1111111111111E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.00068888888888889,boat bumper (ship fender) visible this survey.,3239_11-22-2014,3000.0
Accumulation,OCNMS,12-18-2014,Year 1,United States,WA,Clallam,3240,148,Hobuck 3,48.33911,-124.6665,48.338440000000006,-124.6656,,40.0,100.0,11:30 AM,12:10 PM,,Winter,fall,11-22-2014,26,"strong winds, high tides, flooding last week",moderate winds from the south,2,yes,,1.0,,Yes,228,0.0021923076923077,107,0.0010288461538462,29,0.00027884615384615,4,3.8461538461538E-5,0,0,1,9.6153846153846E-6,2,1.9230769230769E-5,25,0.00024038461538462,5,4.8076923076923E-5,0,0,0,0,0,0,1,9.6153846153846E-6,34,0.00032692307692308,1,9.6153846153846E-6,1,9.6153846153846E-6,0,0,2,1.9230769230769E-5,1,9.6153846153846E-6,1,9.6153846153846E-6,1,9.6153846153846E-6,13,0.000125,0,0,0,0,0,0,0,0,0,0,1,9.6153846153846E-6,0,0,0,0,1,9.6153846153846E-6,0,0,1,9.6153846153846E-6,0,0,0,0,0,0,,,0,0,1,9.6153846153846E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0.0022115384615385,"more marine debris on entire beach than usual. lots of yellow ropes/packing straps, lots of plastic fragments",3240_12-18-2014,4000.0
Accumulation,OCNMS,01-20-2015,Year 1,United States,WA,Clallam,3241,148,Hobuck 3,48.33911,-124.6665,48.338440000000006,-124.6656,,35.0,100.0,12:30 PM,01:30 PM,,Winter,winter,12-18-2014,33,"heavy wind and rain, large surf, high tides","70% clouds, light winds",2,yes,,1.0,,Yes,350,0.003030303030303,158,0.0013679653679654,34,0.00029437229437229,4,3.4632034632035E-5,5,4.3290043290043E-5,5,4.3290043290043E-5,0,0,23,0.0001991341991342,4,3.4632034632035E-5,2,1.7316017316017E-5,0,0,0,0,2,1.7316017316017E-5,79,0.00068398268398268,0,0,0,0,0,0,1,8.6580086580087E-6,3,2.5974025974026E-5,0,0,2,1.7316017316017E-5,28,0.00024242424242424,2,1.7316017316017E-5,2,1.7316017316017E-5,0,0,0,0,0,0,2,1.7316017316017E-5,2,1.7316017316017E-5,0,0,0,0,0,0,1,8.6580086580087E-6,0,0,0,0,0,0,,,0,0,1,8.6580086580087E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0.0030735930735931,lots of debris!!  many small plastic fragments.  more yellow ropes in 100 meter study area than other parts of the beach.,3241_01-20-2015,3500.0
Accumulation,OCNMS,06-03-2014,Year 2,United States,WA,Clallam,3243,101,Elwha East,48.15,-123.5557,48.14976,-123.557,,50.0,100.0,04:00 PM,04:29 PM,,Summer,spring,05-06-2014,28,none recent,"5% cloud cover, light onshore winds",3,yes,,1.0,North Olympic Peninsula Natural Resource class. Instructor Dan Lieberman,No,2,1.4285714285714E-5,0,0,0,0,0,0,1,7.1428571428571E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1428571428571E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.4285714285714E-5,1,7.1428571428571E-6,0,0,1,7.1428571428571E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.8571428571429E-5,,3243_06-03-2014,5000.0
Accumulation,OCNMS,07-08-2014,Year 2,United States,WA,Clallam,3244,101,Elwha East,48.15,-123.5557,48.14976,-123.557,,25.0,100.0,11:02 AM,11:15 AM,,Summer,summer,06-03-2014,35,sunny,0%clouds light variable wind,5,yes,,1.0,not removed. tangled in grass and sand,No,10,0.00011428571428571,0,0,0,0,1,1.1428571428571E-5,1,1.1428571428571E-5,1,1.1428571428571E-5,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1428571428571E-5,3,3.4285714285714E-5,0,0,1,1.1428571428571E-5,0,0,0,0,0,0,0,0,0,0,2,2.2857142857143E-5,1,1.1428571428571E-5,1,1.1428571428571E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.00012571428571429,,3244_07-08-2014,2500.0
Accumulation,OCNMS,08-01-2014,Year 2,United States,WA,Clallam,3245,101,Elwha East,48.15,-123.5557,48.14976,-123.557,,50.0,100.0,11:20 AM,11:40 AM,,Summer,summer,07-08-2014,24,mderate winds this past week,70% clouds light onshore winds,1,yes,,1.0,,No,9,7.5E-5,1,8.3333333333333E-6,2,1.6666666666667E-5,2,1.6666666666667E-5,1,8.3333333333333E-6,0,0,0,0,1,8.3333333333333E-6,0,0,0,0,0,0,0,0,0,0,1,8.3333333333333E-6,0,0,0,0,1,8.3333333333333E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7.5E-5,,3245_08-01-2014,5000.0
Accumulation,OCNMS,09-08-2014,Year 2,United States,WA,Clallam,3246,101,Elwha East,48.15,-123.5557,48.14976,-123.557,,25.0,100.0,02:00 PM,02:40 PM,,Fall,summer,08-01-2014,38,"windy, sunny",10% cloud cover moderate onshore winds,7,yes,,1.0,North Olympic Peninsula Skills Center Natural Resource class. Teacher is Dan Lieberman,No,6,6.3157894736842E-5,2,2.1052631578947E-5,0,0,0,0,0,0,2,2.1052631578947E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0526315789474E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0526315789474E-5,1,1.0526315789474E-5,0,0,0,0,1,1.0526315789474E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.3684210526316E-5,"not lots of trash, two gull carcasses and 1 deer",3246_09-08-2014,2500.0
Accumulation,OCNMS,10-07-2014,Year 2,United States,WA,Clallam,3247,101,Elwha East,48.15,-123.5557,48.14976,-123.557,,30.0,100.0,02:20 PM,02:30 PM,,Fall,fall,09-08-2014,29,fog,100% clouds moderate onshore winds,9,yes,,1.0,North Olympic Peninsula Skills Center Natural Resources class. Dan Lieberman is the teacher,No,7,8.0459770114943E-5,2,2.2988505747126E-5,0,0,2,2.2988505747126E-5,0,0,0,0,0,0,0,0,0,0,2,2.2988505747126E-5,0,0,0,0,0,0,1,1.1494252873563E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.448275862069E-5,1,1.1494252873563E-5,0,0,0,0,2,2.2988505747126E-5,1,1.1494252873563E-5,0,0,0,0,1,1.1494252873563E-5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0001264367816092,,3247_10-07-2014,3000.0
Accumulation,OCNMS,12-22-2014,Year 2,United States,WA,Clallam,3248,146,Hoko River,48.2857,-124.3679,48.2855,-124.36925,,20.0,100.0,03:30 PM,04:30 PM,,Winter,winter,11-29-2014,23,high winds in the last  two weeks,light  onshore winds 5kt,1,yes,,1.0,,No,57,0.0012391304347826,3,6.5217391304348E-5,37,0.00080434782608696,4,8.695652173913E-5,2,4.3478260869565E-5,1,2.1739130434783E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1739130434783E-5,0,0,0,0,7,0.00015217391304348,0,0,0,0,0,0,0,0,2,4.3478260869565E-5,9,0.00019565217391304,6,0.0001304347826087,0,0,3,6.5217391304348E-5,0,0,3,6.5217391304348E-5,1,2.1739130434783E-5,0,0,2,4.3478260869565E-5,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0.0015,large  L shaped piece of plastic,3248_12-22-2014,2000.0
Accumulation,OCNMS,12-02-2014,Year 2,United States,WA,Clallam,3249,101,Elwha East,48.15,-123.5557,48.14976,-123.557,,50.0,100.0,04:00 PM,04:06 PM,,Winter,fall,11-04-2014,28,none,55 clouds light winds,6,yes,,1.0,,No,3,2.1428571428571E-5,1,7.1428571428571E-6,0,0,0,0,0,0,1,7.1428571428571E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1428571428571E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.1428571428571E-5,,3249_12-02-2014,5000.0
Accumulation,OCNMS,12-29-2014,Year 3,United States,WA,Clallam,3250,106,Waatch,48.3441,-124.6792,48.344,-124.6779,,75.0,100.0,12:10 PM,12:45 PM,,Winter,winter,11-16-2014,43,none,high offshore winds 15kt +,2,yes,,1.0,only 75m surveyed,No,25,7.7519379844961E-5,5,1.5503875968992E-5,4,1.2403100775194E-5,3,9.3023255813953E-6,0,0,4,1.2403100775194E-5,1,3.1007751937984E-6,1,3.1007751937984E-6,0,0,0,0,0,0,0,0,0,0,5,1.5503875968992E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.2015503875969E-6,1,3.1007751937984E-6,0,0,0,0,1,3.1007751937984E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8.062015503876E-5,black tube 1/2 x 26,3250_12-29-2014,7500.0
Accumulation,OCNMS,01-13-2015,Year 3,United States,WA,Clallam,3251,101,Elwha East,48.15,-123.5557,48.14976,-123.557,,40.0,100.0,04:40 PM,05:00 PM,,Winter,winter,12-02-2014,42,blank,100% clouds light onshore winds,5,yes,,1.0,sulfur sewage smell right at river,No,10,5.952380952381E-5,0,0,2,1.1904761904762E-5,1,5.952380952381E-6,0,0,0,0,2,1.1904761904762E-5,0,0,0,0,0,0,0,0,0,0,0,0,1,5.952380952381E-6,0,0,2,1.1904761904762E-5,0,0,0,0,0,0,0,0,0,0,2,1.1904761904762E-5,7,4.1666666666667E-5,6,3.5714285714286E-5,0,0,1,5.952380952381E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.00010119047619048,,3251_01-13-2015,4000.0
Accumulation,Humboldt State Marine Debirs Program,11-16-2014,Year 3,United States,CA,Humboldt,3252,26,North Jetty,40.764628,-124.232386,40.769469,-124.22746699999999,,500.0,698.71,02:00 PM,04:00 PM,,Fall,Fall,10-19-2014,28,none,partly cloudy,4,no,,1.0,,No,263,2.6886282271206E-5,51,5.2136897179905E-6,62,6.3382110297139E-6,35,3.5780223554837E-6,10,1.0222921015668E-6,5,5.1114605078338E-7,0,0,6,6.1337526094006E-7,0,0,12,1.2267505218801E-6,2,2.0445842031335E-7,0,0,2,2.0445842031335E-7,50,5.1114605078338E-6,1,1.0222921015668E-7,6,6.1337526094006E-7,0,0,1,1.0222921015668E-7,7,7.1560447109674E-7,3,3.0668763047003E-7,3,3.0668763047003E-7,7,7.1560447109674E-7,8,8.1783368125341E-7,3,3.0668763047003E-7,0,0,0,0,5,5.1114605078338E-7,3,3.0668763047003E-7,1,1.0222921015668E-7,0,0,2,2.0445842031335E-7,0,0,3,3.0668763047003E-7,0,0,0,0,0,0,,,3,3.0668763047003E-7,0,0,29,2.9646470945436E-6,0,0,11,1.1245213117234E-6,0,0,18,1.8401257828202E-6,0,0,3,3.0668763047003E-7,0,0,0,0,0,0,0,0,3,3.0668763047003E-7,0,0,0,0,309,3.1588825938413E-5,,3252_11-16-2014,349355.0
Accumulation,Humboldt State Marine Debirs Program,12-14-2014,Year 3,United States,CA,Humboldt,3253,26,North Jetty,40.764628,-124.232386,40.769469,-124.22746699999999,,1000.0,698.71,10:00 AM,12:00 PM,,Winter,Winter,11-16-2014,28,none,Cloudy/Sunny windy,4,no,,1.0,,No,403,2.059918584657E-5,112,5.7248357687739E-6,81,4.1402830113454E-6,51,2.6068448589953E-6,11,5.6226065586172E-7,5,2.5557302539169E-7,0,0,4,2.0445842031335E-7,0,0,21,1.0734067066451E-6,0,0,0,0,12,6.1337526094006E-7,96,4.9070020875205E-6,1,5.1114605078338E-8,5,2.5557302539169E-7,0,0,1,5.1114605078338E-8,1,5.1114605078338E-8,0,0,2,1.0222921015668E-7,0,0,2,1.0222921015668E-7,1,5.1114605078338E-8,0,0,1,5.1114605078338E-8,0,0,0,0,0,0,0,0,0,0,0,0,8,4.0891684062671E-7,0,0,2,1.0222921015668E-7,0,0,,,6,3.0668763047003E-7,0,0,14,7.1560447109674E-7,0,0,11,5.6226065586172E-7,0,0,3,1.5334381523501E-7,0,0,11,5.6226065586172E-7,10,5.1114605078338E-7,0,0,0,0,0,0,1,5.1114605078338E-8,0,0,0,0,438,2.2388197024312E-5,,3253_12-14-2014,698710.0
Accumulation,Humboldt State Marine Debirs Program,01-11-2015,Year 3,United States,CA,Humboldt,3254,26,North Jetty,40.764628,-124.232386,40.769469,-124.22746699999999,,800.0,698.71,10:00 AM,12:00 PM,,Winter,Winter,12-14-2014,28,none,cloudy,1,no,,1.0,,No,249,1.5909420830633E-5,50,3.1946628173961E-6,20,1.2778651269585E-6,53,3.3863425864399E-6,9,5.7503930713131E-7,1,6.3893256347923E-8,0,0,4,2.5557302539169E-7,0,0,25,1.5973314086981E-6,0,0,0,0,7,4.4725279443546E-7,70,4.4725279443546E-6,1,6.3893256347923E-8,3,1.9167976904377E-7,0,0,2,1.2778651269585E-7,0,0,0,0,4,2.5557302539169E-7,0,0,9,5.7503930713131E-7,2,1.2778651269585E-7,1,6.3893256347923E-8,6,3.8335953808754E-7,0,0,5,3.1946628173961E-7,1,6.3893256347923E-8,0,0,4,2.5557302539169E-7,0,0,5,3.1946628173961E-7,0,0,0,0,0,0,,,5,3.1946628173961E-7,0,0,4,2.5557302539169E-7,0,0,0,0,0,0,4,2.5557302539169E-7,0,0,48,3.0668763047003E-6,7,4.4725279443546E-7,0,0,0,0,40,2.5557302539169E-6,1,6.3893256347923E-8,0,0,0,0,320,2.0445842031335E-5,,3254_01-11-2015,558968.0
Accumulation,Humboldt State Marine Debirs Program,11-15-2014,Year 3,United States,CA,Humboldt,3255,23,Arcata,40.930544,-124.13526100000001,40.933467,-124.134425,,150.0,340.0,04:00 PM,06:00 PM,,Fall,Fall,10-18-2014,28,none,sunny,6,no,,1.0,,No,42,2.9411764705882E-5,12,8.4033613445378E-6,2,1.4005602240896E-6,9,6.3025210084034E-6,1,7.0028011204482E-7,0,0,3,2.1008403361345E-6,1,7.0028011204482E-7,1,7.0028011204482E-7,4,2.8011204481793E-6,0,0,0,0,0,0,7,4.9019607843137E-6,0,0,1,7.0028011204482E-7,0,0,0,0,0,0,0,0,0,0,1,7.0028011204482E-7,200,0.00014005602240896,2,1.4005602240896E-6,0,0,0,0,198,0.00013865546218487,1,7.0028011204482E-7,0,0,0,0,0,0,1,7.0028011204482E-7,1,7.0028011204482E-7,0,0,0,0,1,7.0028011204482E-7,,,0,0,0,0,9,6.3025210084034E-6,0,0,1,7.0028011204482E-7,0,0,8,5.6022408963585E-6,0,0,5,3.5014005602241E-6,1,7.0028011204482E-7,0,0,0,0,3,2.1008403361345E-6,0,0,1,7.0028011204482E-7,0,0,258,0.00018067226890756,,3255_11-15-2014,51000.0
Accumulation,Humboldt State Marine Debirs Program,12-13-2014,Year 3,United States,CA,Humboldt,3256,23,Arcata,40.930544,-124.13526100000001,40.933467,-124.134425,,250.0,340.0,10:00 AM,12:00 PM,,Winter,Winter,11-15-2014,28,none,sunny,6,no,,1.0,,No,346,0.0001453781512605,135,5.672268907563E-5,32,1.3445378151261E-5,83,3.4873949579832E-5,28,1.1764705882353E-5,5,2.1008403361345E-6,7,2.9411764705882E-6,18,7.563025210084E-6,0,0,5,2.1008403361345E-6,0,0,0,0,5,2.1008403361345E-6,20,8.4033613445378E-6,0,0,7,2.9411764705882E-6,0,0,0,0,0,0,0,0,1,4.2016806722689E-7,0,0,5,2.1008403361345E-6,4,1.6806722689076E-6,0,0,0,0,1,4.2016806722689E-7,0,0,0,0,0,0,0,0,0,0,1,4.2016806722689E-7,0,0,0,0,0,0,,,1,4.2016806722689E-7,0,0,62,2.6050420168067E-5,0,0,1,4.2016806722689E-7,0,0,61,2.563025210084E-5,0,0,7,2.9411764705882E-6,2,8.4033613445378E-7,0,0,0,0,0,0,3,1.2605042016807E-6,2,8.4033613445378E-7,0,0,421,0.00017689075630252,Other in cloth and fabric is 2 canvas bags,3256_12-13-2014,85000.0
